season,State,baseline_calories,relaxed_calorie_target,optimized_calories,calorie_gap,calorie_gap_vs_relaxed_target,baseline_income,relaxed_income_target,optimized_income,income_gap,income_gap_vs_relaxed_target
kharif,rajasthan,21715167640853.355,21715167619138.188,21715167619138.184,-21715.171875,-0.00390625,-2921072180.4633803,-2921072183.3844523,-2921075615.975961,-3435.512580871582,-3432.5915088653564
kharif,sikkim,295234720036.19525,295234719740.9605,295234719740.9605,-295.2347412109375,0.0,33279984.51006055,33279984.476780564,33827525.512367725,547541.0023071766,547541.0355871618
kharif,tamil nadu,26459027670852.668,26459027644393.64,27947985360278.324,1488957689425.6562,1488957715884.6836,-12573004048.801828,-12573004061.374832,-12573004061.37483,-12.573001861572266,1.9073486328125e-06
kharif,telangana,16096525409851.377,16096525393754.852,17340206699311.875,1243681289460.498,1243681305557.0234,366339333.891967,366339333.5256277,1373164702.2245605,1006825368.3325934,1006825368.6989329
kharif,tripura,2121831339935.4893,2121831337813.658,2122874279654.0364,1042939718.5471191,1042941840.378418,-107305492.39627147,-107305492.50357696,-107305492.50357698,-0.10730551183223724,-1.4901161193847656e-08
kharif,uttar pradesh,66941203716881.51,66941203649940.305,66941203649940.33,-66941.1796875,0.0234375,3221119204.198884,3221119200.9777646,3684274173.3665824,463154969.1676984,463154972.3888178
kharif,uttarakhand,2798525140056.7944,2798525137258.2695,2798525137258.2705,-2798.52392578125,0.0009765625,-3787859649.2518144,-3787859653.039674,-3787859653.039675,-3.787860870361328,-1.430511474609375e-06
kharif,west bengal,41935309264579.06,41935309222643.75,41935309222643.766,-41935.296875,0.015625,-7210833798.972619,-7210833806.183453,-7210833806.183452,-7.210832595825195,9.5367431640625e-07
rabi,andaman and nicobar,128523599.99999999,128523599.87147638,128523599.99999999,0.0,0.12852360308170319,31241.691270175455,31241.691238933763,31241.691270175455,0.0,3.1241692340699956e-05
rabi,andhra pradesh,19762745353591.105,19762745333828.36,19762745333828.355,-19762.75,-0.00390625,8076870692.651275,8076870684.574404,8076870684.574405,-8.07686996459961,9.5367431640625e-07
rabi,arunachal pradesh,24929240000.0,24929239975.07076,24929240000.0,0.0,24.929241180419922,16148028.376555039,16148028.36040701,16148028.37655504,1.862645149230957e-09,0.016148030757904053
rabi,assam,4410052857300.796,4410052852890.743,4473055116088.215,63002258787.418945,63002263197.47168,1770554606.7455428,1770554604.9749882,1783810248.8361487,13255642.090605974,13255643.861160517
rabi,bihar,31064631580000.0,31064631548935.367,31087475050309.574,22843470309.57422,22843501374.20703,41161891303.70001,41161891262.538124,41214734810.77428,52843507.07426453,52843548.23615265
rabi,chandigarh,8262520000.0,8262519991.73748,8262520000.0,0.0,8.262519836425781,5352084.837799048,5352084.8324469635,5352084.837799048,0.0,0.0053520845249295235
rabi,chhattisgarh,461371652206.69653,461371651745.3249,461371651745.3249,-461.37164306640625,0.0,-544246609.8577381,-544246610.4019847,-544246609.3134916,0.5442465543746948,1.0884931087493896
rabi,dadra and nagar haveli,2844440000.0000005,2844439997.1555605,2844439997.15556,-2.844440460205078,-4.76837158203125e-07,-842958.764285713,-842958.7651286718,-842958.763442754,0.0008429589215666056,0.0016859177267178893
rabi,gujarat,13909654580000.0,13909654566090.346,13909654566090.34,-13909.66015625,-0.005859375,12975823298.500002,12975823285.52418,12975823285.524174,-12.975828170776367,-5.7220458984375e-06
rabi,haryana,41128416000000.0,41128415958871.586,41128416000000.0,0.0,41128.4140625,50268631679.99999,50268631629.73136,50268631679.99999,0.0,50.26863098144531
rabi,himachal pradesh,1943550140000.0,1943550138056.45,1943550140000.0,0.0,1943.550048828125,-229181983.90000015,-229181984.12918213,-229181983.90000015,0.0,0.22918197512626648
rabi,jammu and kashmir,2076743192000.0,2076743189923.2568,2076743189923.2573,-2076.74267578125,0.00048828125,1235699522.6210747,1235699521.3853753,1243815245.26574,8115722.644665241,8115723.880364656
rabi,jharkhand,1579768060000.0,1579768058420.232,1579768058420.2317,-1579.768310546875,-0.000244140625,-228828160.60000005,-228828160.82882822,-228828160.8288282,-0.22882813215255737,2.9802322387695312e-08
rabi,karnataka,9062350260000.0,9062350250937.65,9062350250937.65,-9062.349609375,0.0,-3155020147.9,-3155020151.0550203,-1284178863.4860964,1870841284.4139037,1870841287.568924
rabi,kerala,546328280000.0,546328279453.6717,546328280000.0,0.0,546.3283081054688,-1272039460.6999998,-1272039461.9720392,-1272039460.6999998,0.0,1.2720394134521484
rabi,madhya pradesh,65023831400000.0,65023831334976.17,65023831334976.164,-65023.8359375,-0.0078125,125524681987.99998,125524681862.4753,125720616028.22662,195934040.2266388,195934165.7513275
rabi,maharashtra,15727005440000.0,15727005424272.994,15727005424273.002,-15726.998046875,0.0078125,6656766466.0,6656766459.343233,6656766459.343229,-6.656770706176758,-3.814697265625e-06
rabi,manipur,77091400000.0,77091399922.9086,77091399922.9086,-77.09140014648438,0.0,26062609.985645954,26062609.959583342,33599806.57558536,7537196.589939404,7537196.616002016
rabi,meghalaya,228659820000.0,228659819771.34018,228726106745.81348,66286745.81347656,66286974.47329712,-65067555.0167483,-65067555.08181585,-65067555.08181585,-0.06506755203008652,0.0
rabi,mizoram,5894212000.0,5894211994.105788,5894211994.105787,-5.89421272277832,-9.5367431640625e-07,-483773.02948960406,-483773.02997337707,-483773.0309223772,-0.0014327731332741678,-0.0009490001248195767
rabi,nagaland,109138400000.0,109138399890.8616,109138399890.86159,-109.13841247558594,-1.52587890625e-05,6168843.858184277,6168843.852015433,6168843.852015431,-0.006168846040964127,-1.862645149230957e-09
rabi,odisha,2496216949000.0,2496216946503.783,2496216946503.784,-2496.2158203125,0.0009765625,1232668023.3425598,1232668022.109892,1234703909.7958214,2035886.4532616138,2035887.6859295368
rabi,puducherry,145216450000.0,145216449854.78354,145216449854.78354,-145.21646118164062,0.0,-44432845.591988966,-44432845.636421815,-44432845.63642181,-0.04443284124135971,7.450580596923828e-09
rabi,punjab,57419040000000.0,57419039942580.96,57419040000000.0,0.0,57419.0390625,100852442399.99998,100852442299.14754,100852442400.0,1.52587890625e-05,100.85246276855469
rabi,rajasthan,36323210000000.0,36323209963676.79,36323210000000.0,0.0,36323.2109375,41843886700.00001,41843886658.15612,41843886700.0,-7.62939453125e-06,41.84387969970703
rabi,sikkim,595699999.9999999,595699999.4042999,595699999.9999999,0.0,0.5957000255584717,385867.37918660324,385867.37880073587,385867.37918660324,0.0,0.0003858673735521734
rabi,tamil nadu,9006666270000.0,9006666260993.334,9006666260993.332,-9006.66796875,-0.001953125,-5012566007.300002,-5012566012.312568,-5012566012.312569,-5.012566566467285,-9.5367431640625e-07
rabi,telangana,15914880360000.0,15914880344085.12,17768679413495.844,1853799053495.8438,1853799069410.7246,-2404420780.3797135,-2404420782.7841344,-374104536.2961861,2030316244.0835276,2030316246.4879484
rabi,tripura,849693640000.0,849693639150.3064,849744902037.7235,51262037.72351074,51262887.41711426,-244451066.14463028,-244451066.38908136,-244451066.3890813,-0.24445101618766785,5.960464477539063e-08
rabi,uttar pradesh,115532667659730.12,115532667544197.45,115563751066121.61,31083406391.484375,31083521924.15625,96343646446.32524,96343646349.9816,96695932334.84598,352285888.5207367,352285984.8643799
rabi,uttarakhand,3154203000000.0,3154202996845.797,3154202996845.7964,-3154.20361328125,-0.00048828125,2759692260.1715784,2759692257.411886,2759692257.411886,-2.7596921920776367,0.0
rabi,west bengal,22149918042768.445,22149918020618.527,22149918020618.527,-22149.91796875,0.0,-1142173018.9180024,-1142173020.0601754,-685302301.8854142,456870717.0325881,456870718.1747612
