season,iteration,metric,status,pct_reduction
kharif,11,Nitrogen application,Optimal,11.285931433689747
kharif,11,Phosphorus Surplus,Optimal,17.82574777570776
kharif,11,Nitrogen Surplus,Optimal,16.697389142439935
kharif,11,Water Demand,Optimal,16.976486513027584
kharif,12,Nitrogen Emission,Optimal,17.041311934603016
kharif,12,Nitrogen Leach,Optimal,10.995580358331477
kharif,12,Greenhouse Gas emission,Optimal,11.39036901943009
kharif,12,Net return,Optimal,-199.79011785642817
kharif,12,Calorie,Optimal,-1.431753556817395
kharif,12,Phosphorus application,Optimal,11.691946684440797
kharif,12,Nitrogen application,Optimal,11.134347251680817
kharif,12,Phosphorus Surplus,Optimal,15.35745023981738
kharif,12,Nitrogen Surplus,Optimal,16.477224169754628
kharif,12,Water Demand,Optimal,20.63258208105622
kharif,13,Nitrogen Emission,Optimal,18.79472257918189
kharif,13,Nitrogen Leach,Optimal,14.018624108664502
kharif,13,Greenhouse Gas emission,Optimal,9.646152857684658
kharif,13,Net return,Optimal,-181.91133207033832
kharif,13,Calorie,Optimal,-2.5478466141916796
kharif,13,Phosphorus application,Optimal,13.347163435834728
kharif,13,Nitrogen application,Optimal,12.275288926829674
kharif,13,Phosphorus Surplus,Optimal,17.51879871708242
kharif,13,Nitrogen Surplus,Optimal,18.25687403647957
kharif,13,Water Demand,Optimal,20.240356369993815
kharif,14,Nitrogen Emission,Optimal,18.74492006675323
kharif,14,Nitrogen Leach,Optimal,13.499814126141331
kharif,14,Greenhouse Gas emission,Optimal,10.592833884884246
kharif,14,Net return,Optimal,-235.26949755640825
kharif,14,Calorie,Optimal,-1.3541878238672367
kharif,14,Phosphorus application,Optimal,12.660708947175383
kharif,14,Nitrogen application,Optimal,12.463767011534307
kharif,14,Phosphorus Surplus,Optimal,16.45620552722515
kharif,14,Nitrogen Surplus,Optimal,18.05337614040749
kharif,14,Water Demand,Optimal,14.357522199375541
kharif,15,Nitrogen Emission,Optimal,18.24946158978182
kharif,15,Nitrogen Leach,Optimal,13.313195434591394
kharif,15,Greenhouse Gas emission,Optimal,11.22366844284164
kharif,15,Net return,Optimal,-221.07414455578927
kharif,15,Calorie,Optimal,-1.4806379674880557
kharif,15,Phosphorus application,Optimal,12.664422540257167
kharif,15,Nitrogen application,Optimal,11.967010447862007
kharif,15,Phosphorus Surplus,Optimal,16.544426523924297
kharif,15,Nitrogen Surplus,Optimal,17.57712115636404
kharif,15,Water Demand,Optimal,15.266825312235591
kharif,16,Nitrogen Emission,Optimal,16.497879750086952
kharif,16,Nitrogen Leach,Optimal,11.59004787435534
kharif,16,Greenhouse Gas emission,Optimal,11.494430712895603
kharif,16,Net return,Optimal,-219.16221234428883
kharif,16,Calorie,Optimal,-1.466008067282823
kharif,16,Phosphorus application,Optimal,11.047932884295092
kharif,16,Nitrogen application,Optimal,10.719658012787244
kharif,16,Phosphorus Surplus,Optimal,14.616376951565405
kharif,16,Nitrogen Surplus,Optimal,15.91079815390731
kharif,16,Water Demand,Optimal,23.77553616657628
kharif,17,Nitrogen Emission,Optimal,16.926139761153866
kharif,17,Nitrogen Leach,Optimal,13.372502778372223
kharif,17,Greenhouse Gas emission,Optimal,10.948134137538693
kharif,17,Net return,Optimal,-290.99837973239363
kharif,17,Calorie,Optimal,-1.4235291462606605
kharif,17,Phosphorus application,Optimal,12.772188626891948
kharif,17,Nitrogen application,Optimal,11.142364016486033
kharif,17,Phosphorus Surplus,Optimal,16.658883342214157
kharif,17,Nitrogen Surplus,Optimal,16.397624390480896
kharif,17,Water Demand,Optimal,23.44825778016556
kharif,18,Nitrogen Emission,Optimal,18.001716704859334
kharif,18,Nitrogen Leach,Optimal,13.23671427777762
kharif,18,Greenhouse Gas emission,Optimal,11.084257526140872
kharif,18,Net return,Optimal,-269.8089299578392
kharif,18,Calorie,Optimal,-2.3571633733439175
kharif,18,Phosphorus application,Optimal,13.182766743080968
kharif,18,Nitrogen application,Optimal,11.727370627700049
kharif,18,Phosphorus Surplus,Optimal,17.33706699280502
kharif,18,Nitrogen Surplus,Optimal,17.39166079645926
kharif,18,Water Demand,Optimal,24.27288726573284
kharif,19,Nitrogen Emission,Optimal,18.220889025099474
kharif,19,Nitrogen Leach,Optimal,13.464702515864538
kharif,19,Greenhouse Gas emission,Optimal,10.372008180461533
kharif,19,Net return,Optimal,-228.9992834379648
kharif,19,Calorie,Optimal,-1.8732394925539053
kharif,19,Phosphorus application,Optimal,11.539590756532014
kharif,19,Nitrogen application,Optimal,11.963168471038223
kharif,19,Phosphorus Surplus,Optimal,15.227968346596924
kharif,19,Nitrogen Surplus,Optimal,17.660781165993825
kharif,19,Water Demand,Optimal,22.261353737293344
kharif,20,Nitrogen Emission,Optimal,17.614669003003247
kharif,20,Nitrogen Leach,Optimal,13.39731484194152
kharif,20,Greenhouse Gas emission,Optimal,11.298356717414688
kharif,20,Net return,Optimal,-214.48538147051653
kharif,20,Calorie,Optimal,-1.6809681560642378
kharif,20,Phosphorus application,Optimal,11.028450052247926
kharif,20,Nitrogen application,Optimal,11.620651993574754
kharif,20,Phosphorus Surplus,Optimal,14.578897443613906
kharif,20,Nitrogen Surplus,Optimal,17.11212154356321
kharif,20,Water Demand,Optimal,24.783837254230203
kharif,21,Nitrogen Emission,Optimal,17.531844444684815
kharif,21,Nitrogen Leach,Optimal,13.160312831080866
kharif,21,Greenhouse Gas emission,Optimal,11.156562733713185
kharif,21,Net return,Optimal,-183.24964559550264
kharif,21,Calorie,Optimal,-1.380031453956176
kharif,21,Phosphorus application,Optimal,12.854813186231665
kharif,21,Nitrogen application,Optimal,11.56137311516169
kharif,21,Phosphorus Surplus,Optimal,16.750556510696253
kharif,21,Nitrogen Surplus,Optimal,16.948566387352667
kharif,21,Water Demand,Optimal,23.70763978614461
kharif,22,Nitrogen Emission,Optimal,17.052525443634696
kharif,22,Nitrogen Leach,Optimal,12.403596071972002
kharif,22,Greenhouse Gas emission,Optimal,11.344825286409362
kharif,22,Net return,Optimal,-180.4251616058067
kharif,22,Calorie,Optimal,-1.5881344828546489
kharif,22,Phosphorus application,Optimal,12.327894659692888
kharif,22,Nitrogen application,Optimal,11.152141496894119
kharif,22,Phosphorus Surplus,Optimal,16.149140134263725
kharif,22,Nitrogen Surplus,Optimal,16.564423140622548
kharif,22,Water Demand,Optimal,15.555278388652948
kharif,23,Nitrogen Emission,Optimal,17.6192988171153
kharif,23,Nitrogen Leach,Optimal,12.471147720677607
kharif,23,Greenhouse Gas emission,Optimal,10.489810177533784
kharif,23,Net return,Optimal,-291.5160708991764
kharif,23,Calorie,Optimal,-1.4243572237652087
kharif,23,Phosphorus application,Optimal,13.992920884368369
kharif,23,Nitrogen application,Optimal,11.5945140874467
kharif,23,Phosphorus Surplus,Optimal,18.147759608434928
kharif,23,Nitrogen Surplus,Optimal,16.98780210378933
kharif,23,Water Demand,Optimal,18.898018421292125
kharif,24,Nitrogen Emission,Optimal,17.345059506399714
kharif,24,Nitrogen Leach,Optimal,12.266963841142207
kharif,24,Greenhouse Gas emission,Optimal,11.758167414064971
kharif,24,Net return,Optimal,-218.91224349502565
kharif,24,Calorie,Optimal,-1.3652569446664153
kharif,24,Phosphorus application,Optimal,12.465424737666739
kharif,24,Nitrogen application,Optimal,11.261435223725035
kharif,24,Phosphorus Surplus,Optimal,16.26303303432959
kharif,24,Nitrogen Surplus,Optimal,16.666193778731394
kharif,24,Water Demand,Optimal,25.11087341496163
kharif,25,Nitrogen Emission,Optimal,19.011485579947042
kharif,25,Nitrogen Leach,Optimal,13.67024344100574
kharif,25,Greenhouse Gas emission,Optimal,11.868279531665236
kharif,25,Net return,Optimal,-159.43407094665878
kharif,25,Calorie,Optimal,-1.5954005253666677
kharif,25,Phosphorus application,Optimal,13.890224442831864
kharif,25,Nitrogen application,Optimal,12.483168437825233
kharif,25,Phosphorus Surplus,Optimal,18.04427638241641
kharif,25,Nitrogen Surplus,Optimal,18.346203178714543
kharif,25,Water Demand,Optimal,21.588259192531286
kharif,26,Nitrogen Emission,Optimal,18.097987144227805
kharif,26,Nitrogen Leach,Optimal,12.986371563568083
kharif,26,Greenhouse Gas emission,Optimal,11.27773188694417
kharif,26,Net return,Optimal,-232.11623453339934
kharif,26,Calorie,Optimal,-1.7123555704348228
kharif,26,Phosphorus application,Optimal,13.76824850494095
kharif,26,Nitrogen application,Optimal,11.824471808635634
kharif,26,Phosphorus Surplus,Optimal,17.88530129320387
kharif,26,Nitrogen Surplus,Optimal,17.458271610735007
kharif,26,Water Demand,Optimal,27.504140301374093
kharif,27,Nitrogen Emission,Optimal,18.70584670884039
kharif,27,Nitrogen Leach,Optimal,13.896280727506767
kharif,27,Greenhouse Gas emission,Optimal,10.468341522635788
kharif,27,Net return,Optimal,-129.5947183028637
kharif,27,Calorie,Optimal,-2.0873967526734933
kharif,27,Phosphorus application,Optimal,11.269424964942472
kharif,27,Nitrogen application,Optimal,12.310365100115028
kharif,27,Phosphorus Surplus,Optimal,14.953010145601025
kharif,27,Nitrogen Surplus,Optimal,18.22235151863662
kharif,27,Water Demand,Optimal,24.018045157172857
kharif,28,Nitrogen Emission,Optimal,16.769620065801455
kharif,28,Nitrogen Leach,Optimal,11.650092985230865
kharif,28,Greenhouse Gas emission,Optimal,10.881087787663663
kharif,28,Net return,Optimal,-252.18059539751383
kharif,28,Calorie,Optimal,-1.4902241116178112
kharif,28,Phosphorus application,Optimal,11.386288722853754
kharif,28,Nitrogen application,Optimal,11.013615752310027
kharif,28,Phosphorus Surplus,Optimal,14.991942627948415
kharif,28,Nitrogen Surplus,Optimal,16.27187017434755
kharif,28,Water Demand,Optimal,23.22545248209472
kharif,29,Nitrogen Emission,Optimal,16.64985411297955
kharif,29,Nitrogen Leach,Optimal,10.943792050592258
kharif,29,Greenhouse Gas emission,Optimal,11.14032684804493
kharif,29,Net return,Optimal,-260.9472111319106
kharif,29,Calorie,Optimal,-1.4752865813963683
kharif,29,Phosphorus application,Optimal,11.476120255846466
kharif,29,Nitrogen application,Optimal,10.822090422372304
kharif,29,Phosphorus Surplus,Optimal,15.158353838703173
kharif,29,Nitrogen Surplus,Optimal,16.003529084516128
kharif,29,Water Demand,Optimal,24.98904547825907
kharif,30,Nitrogen Emission,Optimal,18.510059044563413
kharif,30,Nitrogen Leach,Optimal,13.816368104039334
kharif,30,Greenhouse Gas emission,Optimal,10.600863835688468
kharif,30,Net return,Optimal,-231.27864118089036
kharif,30,Calorie,Optimal,-1.698436535115574
kharif,30,Phosphorus application,Optimal,11.89658269302332
kharif,30,Nitrogen application,Optimal,12.322136061792216
kharif,30,Phosphorus Surplus,Optimal,15.613201094509895
kharif,30,Nitrogen Surplus,Optimal,17.97059594139567
kharif,30,Water Demand,Optimal,18.066124122414564
kharif,31,Nitrogen Emission,Optimal,19.38871572613646
kharif,31,Nitrogen Leach,Optimal,13.61535008326424
kharif,31,Greenhouse Gas emission,Optimal,11.161553151766052
kharif,31,Net return,Optimal,-285.85175630845424
kharif,31,Calorie,Optimal,-1.6784243965746803
kharif,31,Phosphorus application,Optimal,15.048787899110385
kharif,31,Nitrogen application,Optimal,12.81086702728158
kharif,31,Phosphorus Surplus,Optimal,19.472440045106033
kharif,31,Nitrogen Surplus,Optimal,18.752608187114667
kharif,31,Water Demand,Optimal,20.28019128667342
kharif,32,Nitrogen Emission,Optimal,17.68522322946666
kharif,32,Nitrogen Leach,Optimal,13.143123185412207
kharif,32,Greenhouse Gas emission,Optimal,10.167405723664785
kharif,32,Net return,Optimal,-266.8495985563875
kharif,32,Calorie,Optimal,-1.4022693369336705
kharif,32,Phosphorus application,Optimal,15.086216413038953
kharif,32,Nitrogen application,Optimal,11.731077432224762
kharif,32,Phosphorus Surplus,Optimal,19.39268133933363
kharif,32,Nitrogen Surplus,Optimal,17.199551999599365
kharif,32,Water Demand,Optimal,22.452193099631412
kharif,33,Nitrogen Emission,Optimal,16.77645856308835
kharif,33,Nitrogen Leach,Optimal,11.36508957935273
kharif,33,Greenhouse Gas emission,Optimal,10.655394671378453
kharif,33,Net return,Optimal,-287.17009737492737
kharif,33,Calorie,Optimal,-1.6746477546183691
kharif,33,Phosphorus application,Optimal,12.56966762830229
kharif,33,Nitrogen application,Optimal,10.823808276813633
kharif,33,Phosphorus Surplus,Optimal,16.428686288699904
kharif,33,Nitrogen Surplus,Optimal,16.07660112989444
kharif,33,Water Demand,Optimal,21.248147818291333
kharif,34,Nitrogen Emission,Optimal,16.673194890276708
kharif,34,Nitrogen Leach,Optimal,11.596356897678211
kharif,34,Greenhouse Gas emission,Optimal,10.282319197491212
kharif,34,Net return,Optimal,-200.16725212854925
kharif,34,Calorie,Optimal,-1.601775983386414
kharif,34,Phosphorus application,Optimal,13.942389326093961
kharif,34,Nitrogen application,Optimal,10.827455211459556
kharif,34,Phosphorus Surplus,Optimal,18.078636005084878
kharif,34,Nitrogen Surplus,Optimal,16.06054854858197
kharif,34,Water Demand,Optimal,18.378749119736725
kharif,35,Nitrogen Emission,Optimal,17.741081915233295
kharif,35,Nitrogen Leach,Optimal,14.232064412976298
kharif,35,Greenhouse Gas emission,Optimal,10.459032334956596
kharif,35,Net return,Optimal,-231.8115982416616
kharif,35,Calorie,Optimal,-1.5111171022010381
kharif,35,Phosphorus application,Optimal,14.231645996949755
kharif,35,Nitrogen application,Optimal,11.846640976558003
kharif,35,Phosphorus Surplus,Optimal,18.38284663534469
kharif,35,Nitrogen Surplus,Optimal,17.397718730775278
kharif,35,Water Demand,Optimal,17.150079497972857
kharif,36,Nitrogen Emission,Optimal,17.016817850483722
kharif,36,Nitrogen Leach,Optimal,11.850904197324228
kharif,36,Greenhouse Gas emission,Optimal,11.438627534208822
kharif,36,Net return,Optimal,-203.1963797136888
kharif,36,Calorie,Optimal,-1.7188327406450088
kharif,36,Phosphorus application,Optimal,12.937084678258817
kharif,36,Nitrogen application,Optimal,11.070217442405573
kharif,36,Phosphorus Surplus,Optimal,16.94846564433278
kharif,36,Nitrogen Surplus,Optimal,16.402982152068937
kharif,36,Water Demand,Optimal,18.98768863647365
kharif,37,Nitrogen Emission,Optimal,19.687403147422017
kharif,37,Nitrogen Leach,Optimal,14.333760353109488
kharif,37,Greenhouse Gas emission,Optimal,11.331450246051565
kharif,37,Net return,Optimal,-300.96796738089796
kharif,37,Calorie,Optimal,-1.4333088348726242
kharif,37,Phosphorus application,Optimal,13.803554322005589
kharif,37,Nitrogen application,Optimal,13.144647040838572
kharif,37,Phosphorus Surplus,Optimal,17.86346730706123
kharif,37,Nitrogen Surplus,Optimal,19.100143934445963
kharif,37,Water Demand,Optimal,16.25858706564413
kharif,38,Nitrogen Emission,Optimal,16.019032334283356
kharif,38,Nitrogen Leach,Optimal,11.716824784815811
kharif,38,Greenhouse Gas emission,Optimal,10.776373149253132
kharif,38,Net return,Optimal,-289.17060261607594
kharif,38,Calorie,Optimal,-1.5297225340787273
kharif,38,Phosphorus application,Optimal,11.587285433069372
kharif,38,Nitrogen application,Optimal,10.444329328822711
kharif,38,Phosphorus Surplus,Optimal,15.251901137985797
kharif,38,Nitrogen Surplus,Optimal,15.490822325917641
kharif,38,Water Demand,Optimal,21.0248787263158
kharif,39,Nitrogen Emission,Optimal,18.123952644493365
kharif,39,Nitrogen Leach,Optimal,12.849065853452835
kharif,39,Greenhouse Gas emission,Optimal,10.189656059546367
kharif,39,Net return,Optimal,-239.7778856440987
kharif,39,Calorie,Optimal,-1.7175094537839268
kharif,39,Phosphorus application,Optimal,11.992043127813035
kharif,39,Nitrogen application,Optimal,11.910177004159483
kharif,39,Phosphorus Surplus,Optimal,15.688147991743122
kharif,39,Nitrogen Surplus,Optimal,17.53823356238942
kharif,39,Water Demand,Optimal,19.840936864360913
kharif,40,Nitrogen Emission,Optimal,17.373378777028012
kharif,40,Nitrogen Leach,Optimal,12.112431477605863
kharif,40,Greenhouse Gas emission,Optimal,10.495972909776214
kharif,40,Net return,Optimal,-248.77596758247273
kharif,40,Calorie,Optimal,-1.4451433311705284
kharif,40,Phosphorus application,Optimal,14.12312767010146
kharif,40,Nitrogen application,Optimal,11.417133167554404
kharif,40,Phosphorus Surplus,Optimal,18.229465742657727
kharif,40,Nitrogen Surplus,Optimal,16.75893279199466
kharif,40,Water Demand,Optimal,20.64571733839228
kharif,41,Nitrogen Emission,Optimal,18.258533448262412
kharif,41,Nitrogen Leach,Optimal,14.345637532541133
kharif,41,Greenhouse Gas emission,Optimal,11.20795179477921
kharif,41,Net return,Optimal,-229.93901560574537
kharif,41,Calorie,Optimal,-1.411114434313338
kharif,41,Phosphorus application,Optimal,15.473969807393347
kharif,41,Nitrogen application,Optimal,12.062501672466318
kharif,41,Phosphorus Surplus,Optimal,19.903938291735482
kharif,41,Nitrogen Surplus,Optimal,17.738417615886384
kharif,41,Water Demand,Optimal,20.785468295650563
kharif,42,Nitrogen Emission,Optimal,17.686467806879566
kharif,42,Nitrogen Leach,Optimal,12.64242869891549
kharif,42,Greenhouse Gas emission,Optimal,9.841188801384945
kharif,42,Net return,Optimal,-155.3765230872834
kharif,42,Calorie,Optimal,-1.4771467191478103
kharif,42,Phosphorus application,Optimal,12.63742751295858
kharif,42,Nitrogen application,Optimal,11.58036453416458
kharif,42,Phosphorus Surplus,Optimal,16.406610623382896
kharif,42,Nitrogen Surplus,Optimal,17.062033179405017
kharif,42,Water Demand,Optimal,21.06291353738759
kharif,43,Nitrogen Emission,Optimal,17.91260172464739
kharif,43,Nitrogen Leach,Optimal,12.202466742470712
kharif,43,Greenhouse Gas emission,Optimal,11.519945198517648
kharif,43,Net return,Optimal,-216.62705057505212
kharif,43,Calorie,Optimal,-1.6747596358475154
kharif,43,Phosphorus application,Optimal,11.544480454977135
kharif,43,Nitrogen application,Optimal,11.629016763561246
kharif,43,Phosphorus Surplus,Optimal,15.249545375992152
kharif,43,Nitrogen Surplus,Optimal,17.198735327972813
kharif,43,Water Demand,Optimal,24.707705750954883
kharif,44,Nitrogen Emission,Optimal,17.909428663464478
kharif,44,Nitrogen Leach,Optimal,13.363051028341541
kharif,44,Greenhouse Gas emission,Optimal,11.257308477317684
kharif,44,Net return,Optimal,-330.2938705534081
kharif,44,Calorie,Optimal,-1.7158353269689661
kharif,44,Phosphorus application,Optimal,13.384060654632004
kharif,44,Nitrogen application,Optimal,11.70397916694407
kharif,44,Phosphorus Surplus,Optimal,17.463642440630597
kharif,44,Nitrogen Surplus,Optimal,17.335880835636242
kharif,44,Water Demand,Optimal,25.356187292008542
kharif,45,Nitrogen Emission,Optimal,19.27375957037253
kharif,45,Nitrogen Leach,Optimal,15.05590863649604
kharif,45,Greenhouse Gas emission,Optimal,10.871464444307419
kharif,45,Net return,Optimal,-269.370464784935
kharif,45,Calorie,Optimal,-1.4828624447474705
kharif,45,Phosphorus application,Optimal,15.470314275711209
kharif,45,Nitrogen application,Optimal,12.711718615962383
kharif,45,Phosphorus Surplus,Optimal,19.92185524448198
kharif,45,Nitrogen Surplus,Optimal,18.60779167930005
kharif,45,Water Demand,Optimal,18.545481950086877
kharif,46,Nitrogen Emission,Optimal,18.80947714376751
kharif,46,Nitrogen Leach,Optimal,13.732373890587764
kharif,46,Greenhouse Gas emission,Optimal,11.379343805245753
kharif,46,Net return,Optimal,-290.879405818082
kharif,46,Calorie,Optimal,-1.5410210640923603
kharif,46,Phosphorus application,Optimal,12.701159049965602
kharif,46,Nitrogen application,Optimal,12.408333284949185
kharif,46,Phosphorus Surplus,Optimal,16.538434744403535
kharif,46,Nitrogen Surplus,Optimal,18.19214417688259
kharif,46,Water Demand,Optimal,24.931250091691968
kharif,47,Nitrogen Emission,Optimal,18.647666416716035
kharif,47,Nitrogen Leach,Optimal,13.248512403087936
kharif,47,Greenhouse Gas emission,Optimal,10.999358332388452
kharif,47,Net return,Optimal,-224.9429736906366
kharif,47,Calorie,Optimal,-1.4975167831190614
kharif,47,Phosphorus application,Optimal,16.379222092496242
kharif,47,Nitrogen application,Optimal,12.356069494468892
kharif,47,Phosphorus Surplus,Optimal,21.03007329126959
kharif,47,Nitrogen Surplus,Optimal,18.160260924347767
kharif,47,Water Demand,Optimal,17.09957700390766
kharif,48,Nitrogen Emission,Optimal,18.515353965240116
kharif,48,Nitrogen Leach,Optimal,13.280497219216437
kharif,48,Greenhouse Gas emission,Optimal,9.970429916509381
kharif,48,Net return,Optimal,-222.41444869591487
kharif,48,Calorie,Optimal,-1.5499113143969612
kharif,48,Phosphorus application,Optimal,11.442260410938685
kharif,48,Nitrogen application,Optimal,12.31978567167721
kharif,48,Phosphorus Surplus,Optimal,15.014358256453766
kharif,48,Nitrogen Surplus,Optimal,17.991035563415036
kharif,48,Water Demand,Optimal,18.574851251409545
kharif,49,Nitrogen Emission,Optimal,17.782545860684607
kharif,49,Nitrogen Leach,Optimal,12.861840891195657
kharif,49,Greenhouse Gas emission,Optimal,10.70544280499367
kharif,49,Net return,Optimal,-259.7660293088341
kharif,49,Calorie,Optimal,-1.8544340389260314
kharif,49,Phosphorus application,Optimal,11.927483354867709
kharif,49,Nitrogen application,Optimal,11.555550815761537
kharif,49,Phosphorus Surplus,Optimal,15.716482707646117
kharif,49,Nitrogen Surplus,Optimal,17.180320439734857
kharif,49,Water Demand,Optimal,25.03935411850128
kharif,50,Nitrogen Emission,Optimal,19.10954053512545
kharif,50,Nitrogen Leach,Optimal,14.445310286881073
