Target,Source,year,quantity
MADHYA PRADESH,NAGALAND,2014,0.0
MADHYA PRADESH,NAGALAND,2015,0.0
MADHYA PRADESH,NAGALAND,2016,0.0
MADHYA PRADESH,NAGALAND,2017,0.0
MADHYA PRADESH,NAGALAND,2018,0.0
MADHYA PRADESH,NAGALAND,2019,0.0
MADHYA PRADESH,NAGALAND,2020,0.0
MADHYA PRADESH,ODISHA,2010,0.0
MADHYA PRADESH,ODISHA,2011,0.0
MADHYA PRADESH,ODISHA,2012,0.0
MADHYA PRADESH,ODISHA,2013,0.0
MADHYA PRADESH,ODISHA,2014,0.0
MADHYA PRADESH,ODISHA,2015,0.0
MADHYA PRADESH,ODISHA,2016,0.0
MADHYA PRADESH,ODISHA,2017,0.0
MADHYA PRADESH,ODISHA,2018,0.0
MADHYA PRADESH,ODISHA,2019,0.0
MADHYA PRADESH,ODISHA,2020,0.0
MADHYA PRADESH,PUDUCHERRY,2010,0.0
MADHYA PRADESH,PUDUCHERRY,2011,0.0
MADHYA PRADESH,PUDUCHERRY,2012,0.0
MADHYA PRADESH,PUDUCHERRY,2013,0.0
MADHYA PRADESH,PUDUCHERRY,2014,0.0
MADHYA PRADESH,PUDUCHERRY,2015,0.0
MADHYA PRADESH,PUDUCHERRY,2016,0.0
MADHYA PRADESH,PUDUCHERRY,2017,0.0
MADHYA PRADESH,PUDUCHERRY,2018,0.0
MADHYA PRADESH,PUDUCHERRY,2019,0.0
MADHYA PRADESH,PUDUCHERRY,2020,0.0
MADHYA PRADESH,PUNJAB,2010,0.0
MADHYA PRADESH,PUNJAB,2011,0.0
MADHYA PRADESH,PUNJAB,2012,0.0
MADHYA PRADESH,PUNJAB,2013,0.0
MADHYA PRADESH,PUNJAB,2014,0.0
MADHYA PRADESH,PUNJAB,2015,0.0
MADHYA PRADESH,PUNJAB,2016,0.0
MADHYA PRADESH,PUNJAB,2017,0.0
MADHYA PRADESH,PUNJAB,2018,0.0
MADHYA PRADESH,PUNJAB,2019,0.0
MADHYA PRADESH,PUNJAB,2020,0.0
MADHYA PRADESH,RAJASHTHAN,2010,0.0
MADHYA PRADESH,RAJASHTHAN,2011,0.0
MADHYA PRADESH,RAJASHTHAN,2012,0.0
MADHYA PRADESH,RAJASHTHAN,2013,0.0
MADHYA PRADESH,RAJASHTHAN,2014,0.0
MADHYA PRADESH,RAJASHTHAN,2015,0.0
MADHYA PRADESH,RAJASHTHAN,2016,0.0
MADHYA PRADESH,RAJASHTHAN,2017,0.0
MADHYA PRADESH,RAJASHTHAN,2018,0.0
MADHYA PRADESH,RAJASHTHAN,2019,0.0
MADHYA PRADESH,RAJASHTHAN,2020,0.0
MADHYA PRADESH,SIKKIM,2019,0.0
MADHYA PRADESH,SIKKIM,2020,0.0
MADHYA PRADESH,TAMIL NADU,2010,0.0
MADHYA PRADESH,TAMIL NADU,2011,0.0
MADHYA PRADESH,TAMIL NADU,2012,0.0
MADHYA PRADESH,TAMIL NADU,2013,0.0
MADHYA PRADESH,TAMIL NADU,2014,0.0
MADHYA PRADESH,TAMIL NADU,2015,0.0
MADHYA PRADESH,TAMIL NADU,2016,0.0
MADHYA PRADESH,TAMIL NADU,2017,0.0
MADHYA PRADESH,TAMIL NADU,2018,0.0
MADHYA PRADESH,TAMIL NADU,2019,0.0
MADHYA PRADESH,TAMIL NADU,2020,0.0
MADHYA PRADESH,TELANGANA,2018,0.0
MADHYA PRADESH,TELANGANA,2019,0.0
MADHYA PRADESH,TELANGANA,2020,0.0
MADHYA PRADESH,TRIPURA,2010,0.0
MADHYA PRADESH,TRIPURA,2011,0.0
MADHYA PRADESH,TRIPURA,2012,0.0
MADHYA PRADESH,TRIPURA,2013,0.0
MADHYA PRADESH,TRIPURA,2014,0.0
MADHYA PRADESH,TRIPURA,2015,0.0
MADHYA PRADESH,TRIPURA,2016,0.0
MADHYA PRADESH,TRIPURA,2017,0.0
MADHYA PRADESH,TRIPURA,2018,0.0
MADHYA PRADESH,TRIPURA,2019,0.0
MADHYA PRADESH,TRIPURA,2020,0.0
MADHYA PRADESH,UTTAR PRADESH,2010,0.0
MADHYA PRADESH,UTTAR PRADESH,2011,0.0
MADHYA PRADESH,UTTAR PRADESH,2012,0.0
MADHYA PRADESH,UTTAR PRADESH,2013,0.0
MADHYA PRADESH,UTTAR PRADESH,2014,0.0
MADHYA PRADESH,UTTAR PRADESH,2015,0.0
MADHYA PRADESH,UTTAR PRADESH,2016,0.0
MADHYA PRADESH,UTTAR PRADESH,2017,0.0
MADHYA PRADESH,UTTAR PRADESH,2018,0.0
MADHYA PRADESH,UTTAR PRADESH,2019,0.0
MADHYA PRADESH,UTTAR PRADESH,2020,0.0
MADHYA PRADESH,UTTARAKHAND,2010,0.0
MADHYA PRADESH,UTTARAKHAND,2011,0.0
MADHYA PRADESH,UTTARAKHAND,2012,0.0
MADHYA PRADESH,UTTARAKHAND,2013,0.0
MADHYA PRADESH,UTTARAKHAND,2014,0.0
MADHYA PRADESH,UTTARAKHAND,2015,0.0
MADHYA PRADESH,UTTARAKHAND,2016,0.0
MADHYA PRADESH,UTTARAKHAND,2017,0.0
MADHYA PRADESH,UTTARAKHAND,2018,0.0
MADHYA PRADESH,UTTARAKHAND,2019,0.0
MADHYA PRADESH,UTTARAKHAND,2020,0.0
MADHYA PRADESH,WEST BENGAL,2010,0.0
MADHYA PRADESH,WEST BENGAL,2011,0.0
MADHYA PRADESH,WEST BENGAL,2012,0.0
MADHYA PRADESH,WEST BENGAL,2013,0.0
MADHYA PRADESH,WEST BENGAL,2014,0.0
MADHYA PRADESH,WEST BENGAL,2015,0.0
MADHYA PRADESH,WEST BENGAL,2016,0.0
MADHYA PRADESH,WEST BENGAL,2017,0.0
MADHYA PRADESH,WEST BENGAL,2018,0.0
MADHYA PRADESH,WEST BENGAL,2019,0.0
MADHYA PRADESH,WEST BENGAL,2020,0.0
MAHARASHTRA,ANDAMAN & NICOBAR ISLANDS,2019,0.0
MAHARASHTRA,ANDAMAN & NICOBAR ISLANDS,2020,0.0
MAHARASHTRA,ANDHRA PRADESH,2010,0.0
MAHARASHTRA,ANDHRA PRADESH,2011,0.0
MAHARASHTRA,ANDHRA PRADESH,2012,0.0
MAHARASHTRA,ANDHRA PRADESH,2013,0.0
MAHARASHTRA,ANDHRA PRADESH,2014,0.0
MAHARASHTRA,ANDHRA PRADESH,2015,0.0
MAHARASHTRA,ANDHRA PRADESH,2016,0.0
MAHARASHTRA,ANDHRA PRADESH,2017,0.0
MAHARASHTRA,ANDHRA PRADESH,2019,0.0
MAHARASHTRA,ANDHRA PRADESH,2020,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2010,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2011,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2012,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2013,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2014,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2015,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2016,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2017,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2018,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2019,0.0
MAHARASHTRA,ARUNACHAL PRADESH,2020,0.0
MAHARASHTRA,ASSAM,2010,0.0
MAHARASHTRA,ASSAM,2011,0.0
MAHARASHTRA,ASSAM,2012,0.0
MAHARASHTRA,ASSAM,2013,0.0
MAHARASHTRA,ASSAM,2014,0.0
MAHARASHTRA,ASSAM,2015,0.0
MAHARASHTRA,ASSAM,2016,0.0
MAHARASHTRA,ASSAM,2017,0.0
MAHARASHTRA,ASSAM,2018,0.0
MAHARASHTRA,ASSAM,2019,0.0
MAHARASHTRA,ASSAM,2020,0.0
MAHARASHTRA,BIHAR,2010,0.0
MAHARASHTRA,BIHAR,2011,0.0
MAHARASHTRA,BIHAR,2012,0.0
MAHARASHTRA,BIHAR,2013,0.0
MAHARASHTRA,BIHAR,2014,0.0
MAHARASHTRA,BIHAR,2015,0.0
MAHARASHTRA,BIHAR,2016,0.0
MAHARASHTRA,BIHAR,2017,0.0
MAHARASHTRA,BIHAR,2018,0.0
MAHARASHTRA,BIHAR,2019,0.0
MAHARASHTRA,BIHAR,2020,0.0
MAHARASHTRA,CHANDIGARH,2010,0.0
MAHARASHTRA,CHANDIGARH,2011,0.0
MAHARASHTRA,CHANDIGARH,2012,0.0
MAHARASHTRA,CHANDIGARH,2013,0.0
MAHARASHTRA,CHANDIGARH,2014,0.0
MAHARASHTRA,CHANDIGARH,2015,0.0
MAHARASHTRA,CHANDIGARH,2016,0.0
MAHARASHTRA,CHANDIGARH,2017,0.0
MAHARASHTRA,CHANDIGARH,2018,0.0
MAHARASHTRA,CHANDIGARH,2019,0.0
MAHARASHTRA,CHANDIGARH,2020,0.0
MAHARASHTRA,CHATTISGARH,2010,0.0
MAHARASHTRA,CHATTISGARH,2011,0.0
MAHARASHTRA,CHATTISGARH,2012,0.0
MAHARASHTRA,CHATTISGARH,2013,0.0
MAHARASHTRA,CHATTISGARH,2014,0.0
MAHARASHTRA,CHATTISGARH,2015,0.0
MAHARASHTRA,CHATTISGARH,2016,0.0
MAHARASHTRA,CHATTISGARH,2017,0.0
MAHARASHTRA,CHATTISGARH,2018,0.0
MAHARASHTRA,CHATTISGARH,2019,0.0
MAHARASHTRA,CHATTISGARH,2020,0.0
MAHARASHTRA,DADRA & NAGAR HAVELI,2019,0.0
MAHARASHTRA,DADRA & NAGAR HAVELI,2020,0.0
MAHARASHTRA,DAMAN & DIU,2018,0.0
MAHARASHTRA,DAMAN & DIU,2019,0.0
MAHARASHTRA,DAMAN & DIU,2020,0.0
MAHARASHTRA,DELHI,2010,0.0
MAHARASHTRA,DELHI,2011,0.0
MAHARASHTRA,DELHI,2012,0.0
MAHARASHTRA,DELHI,2013,0.0
MAHARASHTRA,DELHI,2014,0.0
MAHARASHTRA,DELHI,2015,0.0
MAHARASHTRA,DELHI,2016,0.0
MAHARASHTRA,DELHI,2017,0.0
MAHARASHTRA,DELHI,2018,0.0
MAHARASHTRA,DELHI,2019,0.0
MAHARASHTRA,DELHI,2020,0.0
MAHARASHTRA,GOA,2010,0.0
MAHARASHTRA,GOA,2011,0.0
MAHARASHTRA,GOA,2012,0.0
MAHARASHTRA,GOA,2013,0.0
MAHARASHTRA,GOA,2014,0.0
MAHARASHTRA,GOA,2015,0.0
MAHARASHTRA,GOA,2016,0.0
MAHARASHTRA,GOA,2017,0.0
MAHARASHTRA,GOA,2018,0.0
MAHARASHTRA,GOA,2019,0.0
MAHARASHTRA,GOA,2020,0.0
MAHARASHTRA,GUJARAT,2010,0.0
MAHARASHTRA,GUJARAT,2011,0.0
MAHARASHTRA,GUJARAT,2012,0.0
MAHARASHTRA,GUJARAT,2013,0.0
MAHARASHTRA,GUJARAT,2014,0.0
MAHARASHTRA,GUJARAT,2015,0.0
MAHARASHTRA,GUJARAT,2016,0.0
MAHARASHTRA,GUJARAT,2017,0.0
MAHARASHTRA,GUJARAT,2018,0.0
MAHARASHTRA,GUJARAT,2019,0.0
MAHARASHTRA,GUJARAT,2020,0.0
MAHARASHTRA,HARYANA,2010,0.0
MAHARASHTRA,HARYANA,2011,0.0
MAHARASHTRA,HARYANA,2012,0.0
MAHARASHTRA,HARYANA,2013,0.0
MAHARASHTRA,HARYANA,2014,0.0
MAHARASHTRA,HARYANA,2015,0.0
MAHARASHTRA,HARYANA,2016,0.0
MAHARASHTRA,HARYANA,2017,0.0
MAHARASHTRA,HARYANA,2018,0.0
MAHARASHTRA,HARYANA,2019,0.0
MAHARASHTRA,HARYANA,2020,0.0
MAHARASHTRA,HIMACHAL PRADESH,2010,0.0
MAHARASHTRA,HIMACHAL PRADESH,2011,0.0
MAHARASHTRA,HIMACHAL PRADESH,2012,0.0
MAHARASHTRA,HIMACHAL PRADESH,2013,0.0
MAHARASHTRA,HIMACHAL PRADESH,2014,0.0
MAHARASHTRA,HIMACHAL PRADESH,2015,0.0
MAHARASHTRA,HIMACHAL PRADESH,2016,0.0
MAHARASHTRA,HIMACHAL PRADESH,2017,0.0
MAHARASHTRA,HIMACHAL PRADESH,2018,0.0
MAHARASHTRA,HIMACHAL PRADESH,2019,0.0
MAHARASHTRA,HIMACHAL PRADESH,2020,0.0
MAHARASHTRA,JAMMU & KASHMIR,2010,0.0
MAHARASHTRA,JAMMU & KASHMIR,2011,0.0
MAHARASHTRA,JAMMU & KASHMIR,2012,0.0
MAHARASHTRA,JAMMU & KASHMIR,2013,0.0
MAHARASHTRA,JAMMU & KASHMIR,2014,0.0
MAHARASHTRA,JAMMU & KASHMIR,2015,0.0
MAHARASHTRA,JAMMU & KASHMIR,2016,0.0
MAHARASHTRA,JAMMU & KASHMIR,2017,0.0
MAHARASHTRA,JAMMU & KASHMIR,2018,0.0
MAHARASHTRA,JAMMU & KASHMIR,2019,0.0
MAHARASHTRA,JAMMU & KASHMIR,2020,0.0
MAHARASHTRA,JHARKHAND,2010,0.0
MAHARASHTRA,JHARKHAND,2011,0.0
MAHARASHTRA,JHARKHAND,2012,0.0
MAHARASHTRA,JHARKHAND,2013,0.0
MAHARASHTRA,JHARKHAND,2014,0.0
MAHARASHTRA,JHARKHAND,2015,0.0
MAHARASHTRA,JHARKHAND,2016,0.0
MAHARASHTRA,JHARKHAND,2017,0.0
MAHARASHTRA,JHARKHAND,2018,0.0
MAHARASHTRA,JHARKHAND,2019,0.0
MAHARASHTRA,JHARKHAND,2020,0.0
MAHARASHTRA,KARNATAKA,2010,0.0
MAHARASHTRA,KARNATAKA,2011,0.0
MAHARASHTRA,KARNATAKA,2012,0.0
MAHARASHTRA,KARNATAKA,2013,0.0
MAHARASHTRA,KARNATAKA,2014,0.0
MAHARASHTRA,KARNATAKA,2015,0.0
MAHARASHTRA,KARNATAKA,2016,0.0
MAHARASHTRA,KARNATAKA,2017,0.0
MAHARASHTRA,KARNATAKA,2018,0.0
MAHARASHTRA,KARNATAKA,2019,0.0
MAHARASHTRA,KARNATAKA,2020,0.0
MAHARASHTRA,KERALA,2010,0.0
MAHARASHTRA,KERALA,2011,0.0
MAHARASHTRA,KERALA,2012,0.0
MAHARASHTRA,KERALA,2013,0.0
MAHARASHTRA,KERALA,2014,0.0
MAHARASHTRA,KERALA,2015,0.0
MAHARASHTRA,KERALA,2016,0.0
MAHARASHTRA,KERALA,2017,0.0
MAHARASHTRA,KERALA,2018,0.0
MAHARASHTRA,KERALA,2019,0.0
MAHARASHTRA,KERALA,2020,0.0
MAHARASHTRA,LAKSHADEEP,2019,0.0
MAHARASHTRA,LAKSHADEEP,2020,0.0
MAHARASHTRA,MADHYA PRADESH,2010,0.0
MAHARASHTRA,MADHYA PRADESH,2011,0.0
MAHARASHTRA,MADHYA PRADESH,2012,25820.0
MAHARASHTRA,MADHYA PRADESH,2013,0.0
MAHARASHTRA,MADHYA PRADESH,2014,0.0
MAHARASHTRA,MADHYA PRADESH,2015,0.0
MAHARASHTRA,MADHYA PRADESH,2016,0.0
MAHARASHTRA,MADHYA PRADESH,2017,0.0
MAHARASHTRA,MADHYA PRADESH,2018,0.0
MAHARASHTRA,MADHYA PRADESH,2019,0.0
MAHARASHTRA,MADHYA PRADESH,2020,0.0
MAHARASHTRA,MAHARASHTRA,2010,0.0
MAHARASHTRA,MAHARASHTRA,2011,0.0
MAHARASHTRA,MAHARASHTRA,2012,0.0
MAHARASHTRA,MAHARASHTRA,2013,52200.0
MAHARASHTRA,MAHARASHTRA,2014,0.0
MAHARASHTRA,MAHARASHTRA,2015,0.0
MAHARASHTRA,MAHARASHTRA,2016,0.0
MAHARASHTRA,MAHARASHTRA,2017,0.0
MAHARASHTRA,MAHARASHTRA,2018,0.0
MAHARASHTRA,MAHARASHTRA,2019,0.0
MAHARASHTRA,MAHARASHTRA,2020,0.0
MAHARASHTRA,MANIPUR,2010,0.0
MAHARASHTRA,MANIPUR,2011,0.0
MAHARASHTRA,MANIPUR,2012,0.0
MAHARASHTRA,MANIPUR,2013,0.0
MAHARASHTRA,MANIPUR,2014,0.0
MAHARASHTRA,MANIPUR,2015,0.0
MAHARASHTRA,MANIPUR,2016,0.0
MAHARASHTRA,MANIPUR,2017,0.0
MAHARASHTRA,MANIPUR,2018,0.0
MAHARASHTRA,MANIPUR,2019,0.0
MAHARASHTRA,MANIPUR,2020,0.0
MAHARASHTRA,MEGHALAYA,2010,0.0
MAHARASHTRA,MEGHALAYA,2011,0.0
MAHARASHTRA,MEGHALAYA,2012,0.0
MAHARASHTRA,MEGHALAYA,2013,0.0
MAHARASHTRA,MEGHALAYA,2014,0.0
MAHARASHTRA,MEGHALAYA,2015,0.0
MAHARASHTRA,MEGHALAYA,2016,0.0
MAHARASHTRA,MEGHALAYA,2017,0.0
MAHARASHTRA,MEGHALAYA,2018,0.0
MAHARASHTRA,MEGHALAYA,2019,0.0
MAHARASHTRA,MEGHALAYA,2020,0.0
MAHARASHTRA,MIZORAM,2010,0.0
MAHARASHTRA,MIZORAM,2011,0.0
MAHARASHTRA,MIZORAM,2012,0.0
MAHARASHTRA,MIZORAM,2013,0.0
MAHARASHTRA,MIZORAM,2014,0.0
MAHARASHTRA,MIZORAM,2015,0.0
MAHARASHTRA,MIZORAM,2016,0.0
MAHARASHTRA,MIZORAM,2017,0.0
MAHARASHTRA,MIZORAM,2018,0.0
MAHARASHTRA,MIZORAM,2019,0.0
MAHARASHTRA,MIZORAM,2020,0.0
MAHARASHTRA,NAGALAND,2010,0.0
MAHARASHTRA,NAGALAND,2011,0.0
MAHARASHTRA,NAGALAND,2012,0.0
MAHARASHTRA,NAGALAND,2013,0.0
MAHARASHTRA,NAGALAND,2014,0.0
MAHARASHTRA,NAGALAND,2015,0.0
MAHARASHTRA,NAGALAND,2016,0.0
MAHARASHTRA,NAGALAND,2017,0.0
MAHARASHTRA,NAGALAND,2018,0.0
MAHARASHTRA,NAGALAND,2019,0.0
MAHARASHTRA,NAGALAND,2020,0.0
MAHARASHTRA,ODISHA,2010,0.0
MAHARASHTRA,ODISHA,2011,0.0
MAHARASHTRA,ODISHA,2012,0.0
MAHARASHTRA,ODISHA,2013,0.0
MAHARASHTRA,ODISHA,2014,0.0
MAHARASHTRA,ODISHA,2015,0.0
MAHARASHTRA,ODISHA,2016,0.0
MAHARASHTRA,ODISHA,2017,0.0
MAHARASHTRA,ODISHA,2018,0.0
MAHARASHTRA,ODISHA,2019,0.0
MAHARASHTRA,ODISHA,2020,0.0
MAHARASHTRA,PUDUCHERRY,2010,0.0
MAHARASHTRA,PUDUCHERRY,2011,0.0
MAHARASHTRA,PUDUCHERRY,2012,0.0
MAHARASHTRA,PUDUCHERRY,2013,0.0
MAHARASHTRA,PUDUCHERRY,2014,0.0
MAHARASHTRA,PUDUCHERRY,2015,0.0
MAHARASHTRA,PUDUCHERRY,2016,0.0
MAHARASHTRA,PUDUCHERRY,2017,0.0
MAHARASHTRA,PUDUCHERRY,2018,0.0
MAHARASHTRA,PUDUCHERRY,2019,0.0
MAHARASHTRA,PUDUCHERRY,2020,0.0
MAHARASHTRA,PUNJAB,2010,0.0
MAHARASHTRA,PUNJAB,2011,0.0
MAHARASHTRA,PUNJAB,2012,0.0
MAHARASHTRA,PUNJAB,2013,0.0
MAHARASHTRA,PUNJAB,2014,0.0
MAHARASHTRA,PUNJAB,2015,0.0
MAHARASHTRA,PUNJAB,2016,0.0
MAHARASHTRA,PUNJAB,2017,0.0
MAHARASHTRA,PUNJAB,2018,0.0
MAHARASHTRA,PUNJAB,2019,0.0
MAHARASHTRA,PUNJAB,2020,0.0
MAHARASHTRA,RAJASHTHAN,2010,0.0
MAHARASHTRA,RAJASHTHAN,2011,79560.0
MAHARASHTRA,RAJASHTHAN,2012,0.0
MAHARASHTRA,RAJASHTHAN,2013,0.0
MAHARASHTRA,RAJASHTHAN,2014,0.0
MAHARASHTRA,RAJASHTHAN,2015,0.0
MAHARASHTRA,RAJASHTHAN,2016,0.0
MAHARASHTRA,RAJASHTHAN,2017,0.0
MAHARASHTRA,RAJASHTHAN,2018,0.0
MAHARASHTRA,RAJASHTHAN,2019,0.0
MAHARASHTRA,RAJASHTHAN,2020,0.0
MAHARASHTRA,SIKKIM,2019,0.0
MAHARASHTRA,SIKKIM,2020,0.0
MAHARASHTRA,TAMIL NADU,2010,0.0
MAHARASHTRA,TAMIL NADU,2011,0.0
MAHARASHTRA,TAMIL NADU,2012,0.0
MAHARASHTRA,TAMIL NADU,2013,0.0
MAHARASHTRA,TAMIL NADU,2014,0.0
MAHARASHTRA,TAMIL NADU,2015,0.0
MAHARASHTRA,TAMIL NADU,2016,0.0
MAHARASHTRA,TAMIL NADU,2017,0.0
MAHARASHTRA,TAMIL NADU,2018,0.0
MAHARASHTRA,TAMIL NADU,2019,0.0
MAHARASHTRA,TAMIL NADU,2020,0.0
MAHARASHTRA,TELANGANA,2018,0.0
MAHARASHTRA,TELANGANA,2019,0.0
MAHARASHTRA,TELANGANA,2020,0.0
MAHARASHTRA,TRIPURA,2010,0.0
MAHARASHTRA,TRIPURA,2011,0.0
MAHARASHTRA,TRIPURA,2012,0.0
MAHARASHTRA,TRIPURA,2013,0.0
MAHARASHTRA,TRIPURA,2014,0.0
MAHARASHTRA,TRIPURA,2015,0.0
MAHARASHTRA,TRIPURA,2016,0.0
MAHARASHTRA,TRIPURA,2017,0.0
MAHARASHTRA,TRIPURA,2018,0.0
MAHARASHTRA,TRIPURA,2019,0.0
MAHARASHTRA,TRIPURA,2020,0.0
MAHARASHTRA,UTTAR PRADESH,2010,0.0
MAHARASHTRA,UTTAR PRADESH,2011,52950.0
MAHARASHTRA,UTTAR PRADESH,2012,51940.0
MAHARASHTRA,UTTAR PRADESH,2013,26498.0
MAHARASHTRA,UTTAR PRADESH,2014,0.0
MAHARASHTRA,UTTAR PRADESH,2015,0.0
MAHARASHTRA,UTTAR PRADESH,2016,0.0
MAHARASHTRA,UTTAR PRADESH,2017,0.0
MAHARASHTRA,UTTAR PRADESH,2018,0.0
MAHARASHTRA,UTTAR PRADESH,2019,0.0
MAHARASHTRA,UTTAR PRADESH,2020,0.0
MAHARASHTRA,UTTARAKHAND,2010,0.0
MAHARASHTRA,UTTARAKHAND,2011,0.0
MAHARASHTRA,UTTARAKHAND,2012,0.0
MAHARASHTRA,UTTARAKHAND,2013,0.0
MAHARASHTRA,UTTARAKHAND,2014,0.0
MAHARASHTRA,UTTARAKHAND,2015,0.0
MAHARASHTRA,UTTARAKHAND,2016,0.0
MAHARASHTRA,UTTARAKHAND,2017,0.0
MAHARASHTRA,UTTARAKHAND,2018,0.0
MAHARASHTRA,UTTARAKHAND,2019,0.0
MAHARASHTRA,UTTARAKHAND,2020,0.0
MAHARASHTRA,WEST BENGAL,2010,0.0
MAHARASHTRA,WEST BENGAL,2011,0.0
MAHARASHTRA,WEST BENGAL,2012,0.0
MAHARASHTRA,WEST BENGAL,2013,0.0
MAHARASHTRA,WEST BENGAL,2014,0.0
MAHARASHTRA,WEST BENGAL,2015,0.0
MAHARASHTRA,WEST BENGAL,2016,0.0
MAHARASHTRA,WEST BENGAL,2017,0.0
MAHARASHTRA,WEST BENGAL,2018,0.0
MAHARASHTRA,WEST BENGAL,2019,0.0
MAHARASHTRA,WEST BENGAL,2020,0.0
MANIPUR,ANDAMAN & NICOBAR ISLANDS,2019,0.0
MANIPUR,ANDAMAN & NICOBAR ISLANDS,2020,0.0
MANIPUR,ANDHRA PRADESH,2010,0.0
MANIPUR,ANDHRA PRADESH,2011,0.0
MANIPUR,ANDHRA PRADESH,2012,0.0
MANIPUR,ANDHRA PRADESH,2013,0.0
MANIPUR,ANDHRA PRADESH,2014,0.0
MANIPUR,ANDHRA PRADESH,2015,0.0
MANIPUR,ANDHRA PRADESH,2016,0.0
MANIPUR,ANDHRA PRADESH,2017,0.0
MANIPUR,ANDHRA PRADESH,2019,0.0
MANIPUR,ANDHRA PRADESH,2020,0.0
MANIPUR,ARUNACHAL PRADESH,2010,0.0
MANIPUR,ARUNACHAL PRADESH,2011,0.0
MANIPUR,ARUNACHAL PRADESH,2012,0.0
MANIPUR,ARUNACHAL PRADESH,2013,0.0
MANIPUR,ARUNACHAL PRADESH,2014,0.0
MANIPUR,ARUNACHAL PRADESH,2015,0.0
MANIPUR,ARUNACHAL PRADESH,2016,0.0
MANIPUR,ARUNACHAL PRADESH,2017,0.0
MANIPUR,ARUNACHAL PRADESH,2018,0.0
MANIPUR,ARUNACHAL PRADESH,2019,0.0
MANIPUR,ARUNACHAL PRADESH,2020,0.0
MANIPUR,ASSAM,2010,0.0
MANIPUR,ASSAM,2011,0.0
MANIPUR,ASSAM,2012,0.0
MANIPUR,ASSAM,2013,0.0
MANIPUR,ASSAM,2014,0.0
MANIPUR,ASSAM,2015,0.0
MANIPUR,ASSAM,2016,0.0
MANIPUR,ASSAM,2017,0.0
MANIPUR,ASSAM,2018,0.0
MANIPUR,ASSAM,2019,0.0
MANIPUR,ASSAM,2020,0.0
MANIPUR,BIHAR,2010,0.0
MANIPUR,BIHAR,2011,0.0
MANIPUR,BIHAR,2012,0.0
MANIPUR,BIHAR,2013,0.0
MANIPUR,BIHAR,2014,0.0
MANIPUR,BIHAR,2015,0.0
MANIPUR,BIHAR,2016,0.0
MANIPUR,BIHAR,2017,0.0
MANIPUR,BIHAR,2018,0.0
MANIPUR,BIHAR,2019,0.0
MANIPUR,BIHAR,2020,0.0
MANIPUR,CHANDIGARH,2010,0.0
MANIPUR,CHANDIGARH,2011,0.0
MANIPUR,CHANDIGARH,2012,0.0
MANIPUR,CHANDIGARH,2013,0.0
MANIPUR,CHANDIGARH,2014,0.0
MANIPUR,CHANDIGARH,2015,0.0
MANIPUR,CHANDIGARH,2016,0.0
MANIPUR,CHANDIGARH,2017,0.0
MANIPUR,CHANDIGARH,2018,0.0
MANIPUR,CHANDIGARH,2019,0.0
MANIPUR,CHANDIGARH,2020,0.0
MANIPUR,CHATTISGARH,2010,0.0
MANIPUR,CHATTISGARH,2011,0.0
MANIPUR,CHATTISGARH,2012,0.0
MANIPUR,CHATTISGARH,2013,0.0
MANIPUR,CHATTISGARH,2014,0.0
MANIPUR,CHATTISGARH,2015,0.0
MANIPUR,CHATTISGARH,2016,0.0
MANIPUR,CHATTISGARH,2017,0.0
MANIPUR,CHATTISGARH,2018,0.0
MANIPUR,CHATTISGARH,2019,0.0
MANIPUR,CHATTISGARH,2020,0.0
MANIPUR,DADRA & NAGAR HAVELI,2019,0.0
MANIPUR,DADRA & NAGAR HAVELI,2020,0.0
MANIPUR,DAMAN & DIU,2018,0.0
MANIPUR,DAMAN & DIU,2019,0.0
MANIPUR,DAMAN & DIU,2020,0.0
MANIPUR,DELHI,2010,0.0
MANIPUR,DELHI,2011,0.0
MANIPUR,DELHI,2012,0.0
MANIPUR,DELHI,2013,0.0
MANIPUR,DELHI,2014,0.0
MANIPUR,DELHI,2015,0.0
MANIPUR,DELHI,2016,0.0
MANIPUR,DELHI,2017,0.0
MANIPUR,DELHI,2018,0.0
MANIPUR,DELHI,2019,0.0
MANIPUR,DELHI,2020,0.0
MANIPUR,GOA,2010,0.0
MANIPUR,GOA,2011,0.0
MANIPUR,GOA,2012,0.0
MANIPUR,GOA,2013,0.0
MANIPUR,GOA,2014,0.0
MANIPUR,GOA,2015,0.0
MANIPUR,GOA,2016,0.0
MANIPUR,GOA,2017,0.0
MANIPUR,GOA,2018,0.0
MANIPUR,GOA,2019,0.0
MANIPUR,GOA,2020,0.0
MANIPUR,GUJARAT,2010,0.0
MANIPUR,GUJARAT,2011,0.0
MANIPUR,GUJARAT,2012,0.0
MANIPUR,GUJARAT,2013,0.0
MANIPUR,GUJARAT,2014,0.0
