Alpha,objective_nitrogen,objective_water,nitrogen_mt,water_bcm,solve_status,solve_status_code,is_valid,variable_count,constraint_count,income_mode,objective_mode
0.38,5163361998.537797,312530629607.80817,5.1633619985377965,312.5306296078082,Optimal,1,True,2459,3235,profit,raw
0.39,5163361998.537797,312530629607.80817,5.1633619985377965,312.5306296078082,Optimal,1,True,2459,3235,profit,raw
0.4,5163361998.537797,312530629607.80817,5.1633619985377965,312.5306296078082,Optimal,1,True,2459,3235,profit,raw
0.41,5163361998.537797,312530629607.80817,5.1633619985377965,312.5306296078082,Optimal,1,True,2459,3235,profit,raw
0.42,5162747721.026174,312531062315.211,5.162747721026173,312.531062315211,Optimal,1,True,2459,3235,profit,raw
0.43,5162747721.026174,312531062315.211,5.162747721026173,312.531062315211,Optimal,1,True,2459,3235,profit,raw
0.44,5162747721.026174,312531062315.211,5.162747721026173,312.531062315211,Optimal,1,True,2459,3235,profit,raw
0.45,5162747721.026174,312531062315.211,5.162747721026173,312.531062315211,Optimal,1,True,2459,3235,profit,raw
0.46,5162747721.026174,312531062315.211,5.162747721026173,312.531062315211,Optimal,1,True,2459,3235,profit,raw
0.47,5162747721.026174,312531062315.211,5.162747721026173,312.531062315211,Optimal,1,True,2459,3235,profit,raw
0.48,5162747721.026174,312531062315.211,5.162747721026173,312.531062315211,Optimal,1,True,2459,3235,profit,raw
0.49,5162661889.167471,312531143981.223,5.162661889167471,312.531143981223,Optimal,1,True,2459,3235,profit,raw
0.5,5162661889.167471,312531143981.223,5.162661889167471,312.531143981223,Optimal,1,True,2459,3235,profit,raw
0.51,5162661521.919639,312531144352.50085,5.162661521919639,312.53114435250086,Optimal,1,True,2459,3235,profit,raw
0.52,5162661521.919639,312531144352.50085,5.162661521919639,312.53114435250086,Optimal,1,True,2459,3235,profit,raw
0.53,5162556440.742335,312531262610.31824,5.162556440742335,312.53126261031827,Optimal,1,True,2459,3235,profit,raw
0.54,5162524313.959205,312531299756.905,5.162524313959205,312.531299756905,Optimal,1,True,2459,3235,profit,raw
0.55,5162507864.129275,312531319445.64594,5.162507864129275,312.5313194456459,Optimal,1,True,2459,3235,profit,raw
0.56,5162507864.129275,312531319445.64594,5.162507864129275,312.5313194456459,Optimal,1,True,2459,3235,profit,raw
0.57,5162507864.129275,312531319445.64594,5.162507864129275,312.5313194456459,Optimal,1,True,2459,3235,profit,raw
0.58,5162507864.129275,312531319445.64594,5.162507864129275,312.5313194456459,Optimal,1,True,2459,3235,profit,raw
0.59,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.6,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.61,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.62,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.63,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.64,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.65,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.66,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.67,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.68,5162281132.072348,312531639464.188,5.162281132072348,312.531639464188,Optimal,1,True,2459,3235,profit,raw
0.69,5162122496.485355,312531989875.80194,5.162122496485355,312.53198987580197,Optimal,1,True,2459,3235,profit,raw
0.7,5162122496.485355,312531989875.80194,5.162122496485355,312.53198987580197,Optimal,1,True,2459,3235,profit,raw
0.71,5161409540.181309,312533686952.70416,5.1614095401813085,312.53368695270416,Optimal,1,True,2459,3235,profit,raw
0.72,5159232815.198292,312539152351.8839,5.159232815198291,312.5391523518839,Optimal,1,True,2459,3235,profit,raw
0.73,5159232815.198292,312539152351.8839,5.159232815198291,312.5391523518839,Optimal,1,True,2459,3235,profit,raw
0.74,5155374653.908774,312549961964.3708,5.155374653908774,312.54996196437077,Optimal,1,True,2459,3235,profit,raw
0.75,5154913066.023053,312551340682.2316,5.154913066023053,312.5513406822316,Optimal,1,True,2459,3235,profit,raw
0.76,5154897620.573922,312551388486.30853,5.154897620573922,312.55138848630855,Optimal,1,True,2459,3235,profit,raw
0.77,5154897620.573922,312551388486.30853,5.154897620573922,312.55138848630855,Optimal,1,True,2459,3235,profit,raw
0.78,5154897531.968357,312551388788.6395,5.154897531968357,312.55138878863954,Optimal,1,True,2459,3235,profit,raw
0.79,5154610691.924223,312552415540.4266,5.154610691924223,312.5524155404266,Optimal,1,True,2459,3235,profit,raw
0.8,5154594463.162443,312552477767.3349,5.154594463162443,312.5524777673349,Optimal,1,True,2459,3235,profit,raw
0.81,5153037959.633372,312558765928.994,5.153037959633372,312.55876592899403,Optimal,1,True,2459,3235,profit,raw
0.82,5151378544.498777,312566074112.3581,5.151378544498777,312.5660741123581,Optimal,1,True,2459,3235,profit,raw
0.83,5151378544.498777,312566074112.3581,5.151378544498777,312.5660741123581,Optimal,1,True,2459,3235,profit,raw
0.84,5151376969.514839,312566081820.4799,5.151376969514839,312.5660818204799,Optimal,1,True,2459,3235,profit,raw
0.85,5151110459.383209,312567553081.30426,5.151110459383209,312.56755308130425,Optimal,1,True,2459,3235,profit,raw
0.86,5149993019.903883,312574077585.19147,5.149993019903883,312.57407758519145,Optimal,1,True,2459,3235,profit,raw
0.87,5149839401.245371,312575072084.5604,5.149839401245371,312.5750720845604,Optimal,1,True,2459,3235,profit,raw
0.88,5149491331.989082,312577549177.4912,5.149491331989083,312.5775491774912,Optimal,1,True,2459,3235,profit,raw
0.89,5145945071.143573,312605121372.8262,5.145945071143573,312.60512137282615,Optimal,1,True,2459,3235,profit,raw
0.9,5145884299.8466,312605649067.93365,5.1458842998466,312.60564906793365,Optimal,1,True,2459,3235,profit,raw
0.91,5143637806.035811,312627294702.80817,5.143637806035811,312.6272947028082,Optimal,1,True,2459,3235,profit,raw
0.92,5139867318.897474,312667505927.2183,5.139867318897474,312.6675059272183,Optimal,1,True,2459,3235,profit,raw
0.93,5138532108.092967,312684113546.4037,5.138532108092967,312.6841135464037,Optimal,1,True,2459,3235,profit,raw
0.94,5138052152.103285,312690955177.4356,5.138052152103285,312.6909551774356,Optimal,1,True,2459,3235,profit,raw
0.95,5135536137.356072,312735832822.50446,5.135536137356072,312.73583282250445,Optimal,1,True,2459,3235,profit,raw
0.96,5132790358.941706,312796857900.3629,5.132790358941706,312.7968579003629,Optimal,1,True,2459,3235,profit,raw
0.97,5129764819.363106,312879964213.7926,5.129764819363106,312.8799642137926,Optimal,1,True,2459,3235,profit,raw
0.98,5121567648.085063,313213797700.19965,5.121567648085063,313.2137977001996,Optimal,1,True,2459,3235,profit,raw
0.99,5111663269.1876955,313927682345.1389,5.111663269187695,313.9276823451389,Optimal,1,True,2459,3235,profit,raw
1.0,5100725359.623307,367012979745.84094,5.100725359623307,367.01297974584094,Optimal,1,True,2459,3235,profit,raw
