Alpha,center_nitrogen_mt,center_water_bcm,mean_nitrogen_mt,p2_5_nitrogen_mt,p97_5_nitrogen_mt,min_nitrogen_mt,max_nitrogen_mt,envelope_low_nitrogen_mt,envelope_high_nitrogen_mt,mean_water_bcm,p2_5_water_bcm,p97_5_water_bcm,min_water_bcm,max_water_bcm,envelope_low_water_bcm,envelope_high_water_bcm,n_optimal,n_total
0.56,6.952798636729731,313.36652754871903,6.953359821144251,6.857968997900408,7.046721202714393,6.800170212291102,7.113995188003893,6.800170212291102,7.113995188003893,317.27796105000607,307.57129099080043,327.4023206417778,302.7699414772716,333.59780537103046,302.7699414772716,333.59780537103046,500,500
0.57,6.951272563587362,313.44476943863566,6.951858278222621,6.855328958859985,7.045058994601451,6.79890104113884,7.112617526961184,6.79890104113884,7.112617526961184,317.35752454609406,307.6448081295417,327.4472031844202,302.8777487098589,333.71098662608887,302.8777487098589,333.71098662608887,500,500
0.58,6.948791730810833,313.66054463229443,6.949230787792926,6.852965088646236,7.041779339523718,6.795071266483429,7.108565310449091,6.795071266483429,7.108565310449091,317.62638020714746,307.99515098492617,327.6350105871218,303.0879629705166,334.4026782266424,303.0879629705166,334.4026782266424,500,500
0.59,6.941673883355261,314.29625732373916,6.942190212539044,6.848471160894713,7.035110234376958,6.78501139737587,7.100880710625222,6.78501139737587,7.100880710625222,318.29446133937256,308.42449338166523,328.14863815491265,303.68621634214514,335.2360318921714,303.68621634214514,335.2360318921714,500,500
0.6,6.927707233243983,315.5901203659056,6.928096302043738,6.833741280093458,7.026706644847363,6.762838425191542,7.07889353398629,6.762838425191542,7.07889353398629,319.60889466036866,308.93555988497224,329.9207088847242,306.36264683166394,338.267993827926,306.36264683166394,338.267993827926,500,500
0.61,6.924822399707118,315.89195223689165,6.925289394207431,6.830485228052602,7.023229850302132,6.76094281399604,7.077180714663414,6.76094281399604,7.077180714663414,319.950411495389,309.26448964202694,330.2396555661108,306.92513788660756,338.23635256268705,306.92513788660756,338.23635256268705,500,500
0.62,6.922325872301506,316.08907547749317,6.922824911420393,6.828068373834356,7.019520814924468,6.759174177999216,7.074437657594837,6.759174177999216,7.074437657594837,320.14760118444684,309.53628107178844,330.40881181724023,307.13608060448644,338.49874768301163,307.13608060448644,338.49874768301163,500,500
0.63,6.920089240306123,316.22994573268676,6.920595352376091,6.824230276141955,7.0172760638324565,6.757578447635279,7.071382025135277,6.757578447635279,7.071382025135277,320.29351505156137,309.6433248422697,330.48197223971823,307.26243963790415,338.8095309421887,307.26243963790415,338.8095309421887,500,500
0.64,6.917926922723063,316.4859376772041,6.918537706332987,6.822595342364492,7.014447230800378,6.752911110319637,7.069750616816742,6.752911110319637,7.069750616816742,320.53781159142096,309.95648765402046,330.81464955235583,307.5057448675809,339.09752346753356,307.5057448675809,339.09752346753356,500,500
0.65,6.917368287851949,316.5308778908622,6.917990132226691,6.822364402552516,7.0138384292205425,6.751883925823452,7.0686078328583815,6.751883925823452,7.0686078328583815,320.5825300801472,310.0158520347494,330.86796454611226,307.5612274289689,339.13576758651146,307.5612274289689,339.13576758651146,500,500
0.66,6.912182386980311,316.94294867122335,6.9127789714022345,6.817359691585816,7.008750416322609,6.748076856838384,7.065744139146234,6.748076856838384,7.065744139146234,320.9994751533217,310.4813279347902,331.2935448043895,307.96774957023825,339.6099101508941,307.96774957023825,339.6099101508941,500,500
0.67,6.9097062614278135,317.1891036995791,6.910339401508244,6.814407987995385,7.007352091852119,6.747832735290939,7.064259873096234,6.747832735290939,7.064259873096234,321.2193772498828,310.83462128697096,331.4216698246618,308.1304044016479,339.82469855430867,308.1304044016479,339.82469855430867,500,500
0.68,6.90810181044791,317.30898141572953,6.908734950528342,6.812803537015482,7.005747640872216,6.746228284311036,7.062655422116331,6.746228284311036,7.062655422116331,321.3392549660333,310.95449900312144,331.5415475408123,308.25028211779846,339.94457627045915,308.25028211779846,339.94457627045915,500,500
0.69,6.905826515608427,317.60529928650413,6.906611688451738,6.811451369650212,7.0008808549891315,6.742341036878111,7.063774312195598,6.742341036878111,7.063774312195598,321.5941270403595,311.67163829320714,331.9181117757289,308.5701046404337,340.00584356634437,308.5701046404337,340.00584356634437,500,500
0.7,6.9047717849248835,317.70488798970894,6.905614874129679,6.810872093206208,7.000040790299635,6.740833141053465,7.062594672376072,6.740833141053465,7.062594672376072,321.69717624625355,311.7536402758288,331.96222615923386,308.7248826682084,340.1023472083708,308.7248826682084,340.1023472083708,500,500
0.71,6.904403980213685,317.73817144402284,6.905245659219018,6.810518402192914,6.999675265883017,6.740464574805898,7.062162098469513,6.740464574805898,7.062162098469513,321.7306073636692,311.7884193195257,331.99430261311596,308.75774270504377,340.135409847839,308.75774270504377,340.135409847839,500,500
0.72,6.901341739698232,318.1946501588456,6.9022781406986615,6.805648311474392,6.995655291327985,6.7389796440407554,7.059458397354785,6.7389796440407554,7.059458397354785,322.175957591441,312.0929034284962,332.27496155460244,308.9464432756734,340.521971266509,308.9464432756734,340.521971266509,500,500
0.73,6.89841775973976,318.50521481611815,6.89943779013907,6.804898672915504,6.992695229659552,6.736401360251616,7.053580709364645,6.736401360251616,7.053580709364645,322.481696256327,312.464360318791,332.6538266474559,309.2382913653031,340.9136196445695,309.2382913653031,340.9136196445695,500,500
0.74,6.89158876440279,319.2268266433084,6.892665694485178,6.799075085643372,6.986011756750234,6.731584666614543,7.056907899092806,6.731584666614543,7.056907899092806,323.285041489339,313.0463339587577,333.87361594389125,309.55583411651673,341.8545750417018,309.55583411651673,341.8545750417018,500,500
0.75,6.886505849718378,319.90855092000095,6.887562472617739,6.794943647920655,6.981429095572558,6.72552713374401,7.050904961528852,6.72552713374401,7.050904961528852,323.97526169064594,313.71757832652287,334.57040848879467,310.36558619452575,342.479356644373,310.36558619452575,342.479356644373,500,500
0.76,6.883064754896786,320.633895815706,6.8841112493021885,6.791948660877871,6.9766311440269435,6.725867482109481,7.043033172771898,6.725867482109481,7.043033172771898,324.6889700121586,314.43740170222446,335.1910261596442,311.1422069906052,343.1651141062965,311.1422069906052,343.1651141062965,500,500
0.77,6.88156208209329,320.8799928107412,6.882640740132199,6.790696347580256,6.975545068037871,6.723875783263254,7.040373772505589,6.723875783263254,7.040373772505589,324.93646427545815,314.7586868184735,335.41096946857954,311.3933366569932,343.48035856626115,311.3933366569932,343.48035856626115,500,500
0.78,6.87720576155338,321.42652437582785,6.8782900330196695,6.787231229148304,6.970964243664299,6.71921714199403,7.0352962974233755,6.71921714199403,7.0352962974233755,325.5052701778243,315.40062216906153,336.0786613827328,311.7955473731158,344.12352619500274,311.7955473731158,344.12352619500274,500,500
0.79,6.875970887664959,321.7323851515088,6.877083710427363,6.788071131810966,6.969979081748521,6.716853618718327,7.031607111380501,6.716853618718327,7.031607111380501,325.90318390077925,316.0242453328263,336.4559545878231,312.45713957022434,344.56854541352544,312.45713957022434,344.56854541352544,500,500
0.8,6.8741976816947306,322.206983615691,6.875305487332685,6.786632502712263,6.9682867335400696,6.715394604003893,7.029732718320415,6.715394604003893,7.029732718320415,326.3796549333893,316.50122351008355,336.9366285231711,312.9110679003844,345.0293238154276,312.9110679003844,345.0293238154276,500,500
0.81,6.871430115376365,322.86628493827754,6.872433554190999,6.78258385805743,6.968224165891141,6.714193791875391,7.029352067776555,6.714193791875391,7.029352067776555,327.05573451646313,317.11739911468845,337.8064189365951,313.34837908318326,345.8979234868462,313.34837908318326,345.8979234868462,500,500
0.82,6.871241222474974,322.9004224504251,6.872211145469724,6.782533995828479,6.967893026226502,6.714171151756986,7.028761609707478,6.714171151756986,7.028761609707478,327.089136628564,317.1745176758403,337.8279770288904,313.38249229509745,345.93914257453093,313.38249229509745,345.93914257453093,500,500
0.83,6.869382358095545,323.2248030796779,6.870372321787354,6.7808345656668525,6.966208728181259,6.7106936313646806,7.027349030167324,6.7106936313646806,7.027349030167324,327.4101970931853,317.53067379142885,338.1123193214753,313.5999344366013,346.3672538414739,313.5999344366013,346.3672538414739,500,500
0.84,6.8671109755044215,323.8810766709834,6.868064090560012,6.77962393230305,6.963666390041223,6.707756195552815,7.026870260931288,6.707756195552815,7.026870260931288,328.02855262033967,318.1494891428282,339.01186170804215,314.66986093517676,346.54668660778634,314.66986093517676,346.54668660778634,500,500
0.85,6.846585805453783,331.29312910711417,6.848336801973152,6.758835171867212,6.941160970522913,6.693589948052902,6.997211934414741,6.693589948052902,6.997211934414741,335.6027496875724,324.7419888399282,347.9333808556777,319.984792555953,351.251225005304,319.984792555953,351.251225005304,500,500
0.86,6.846444046369051,331.34771198073764,6.848088329233051,6.757841806685068,6.939491682039467,6.6914283255348215,6.998483929511532,6.6914283255348215,6.998483929511532,335.6210082487969,324.5678733375566,347.8333777067353,319.3979560091959,351.8077510247766,319.3979560091959,351.8077510247766,500,500
0.87,6.844625641756927,332.0950878460296,6.8462863366993565,6.755990651445236,6.938018295815831,6.685271865203152,6.992685497422954,6.685271865203152,6.992685497422954,336.45957615355786,325.4000302272789,348.9823575559646,320.1877674641522,353.3578961877489,320.1877674641522,353.3578961877489,500,500
0.88,6.840543602556929,333.9077945075028,6.841948575463911,6.7482783993776545,6.935454280901332,6.676193880829583,6.989012932379254,6.676193880829583,6.989012932379254,338.2478328954638,327.1067373757457,350.7081637852355,321.7640393084853,354.86004512850127,321.7640393084853,354.86004512850127,500,500
0.89,6.837582156113717,335.4552051404421,6.8387241376907255,6.745424260570076,6.9307464799562055,6.6682622246056376,6.987514571533857,6.6682622246056376,6.987514571533857,339.7741185497488,328.3195885225241,352.16675120372867,323.71447615189845,356.84395167063366,323.71447615189845,356.84395167063366,500,500
0.9,6.835967505147819,335.9430670265458,6.837165281384166,6.744007744471316,6.929545946647661,6.666902695433104,6.985198253868744,6.666902695433104,6.985198253868744,340.2674930337444,328.8198163402267,352.66930211695643,324.4103915127209,357.1171626021316,324.4103915127209,357.1171626021316,500,500
0.91,6.834635035727493,336.661714986945,6.835882624861757,6.743113909451295,6.9277014467776965,6.66708096990143,6.983595756743159,6.66708096990143,6.983595756743159,340.9880683811372,329.57081542040515,353.4505337055555,325.0325691793496,358.0413346048512,325.0325691793496,358.0413346048512,500,500
0.92,6.832910403338346,337.78251188191354,6.834177418635356,6.7417058187264,6.926639395524276,6.664944092858156,6.982944690720638,6.664944092858156,6.982944690720638,342.11000175243424,330.70037245665196,354.5527345852122,326.1400797700056,359.2082679487693,326.1400797700056,359.2082679487693,500,500
0.93,6.831081973708562,339.2849814031029,6.832351995198097,6.739243687710331,6.926599655017893,6.65549884145306,6.983468868886179,6.65549884145306,6.983468868886179,343.6129612164574,332.1462837738002,356.18835658600085,327.04678205183865,361.02988721913977,327.04678205183865,361.02988721913977,500,500
0.94,6.831000418199007,339.3361380263191,6.832255489426197,6.738835381722517,6.926527759407251,6.655203548395643,6.9819935842715894,6.655203548395643,6.9819935842715894,343.66802445281365,332.1307766400718,356.16768950728283,327.2890678930594,361.0740692318938,327.2890678930594,361.0740692318938,500,500
0.95,6.828526121252989,341.53776768116603,6.829673492048848,6.739763509177424,6.922573708163878,6.647101152481975,6.982417680628246,6.647101152481975,6.982417680628246,345.85072703159926,333.94581450221466,358.36452063798276,329.34710034214135,363.24632084216915,329.34710034214135,363.24632084216915,500,500
0.96,6.828095943528896,342.143992280964,6.8292697600436325,6.739440835429876,6.922313059546233,6.646052379144245,6.981075372149904,6.646052379144245,6.981075372149904,346.506321897339,334.6417622869979,359.0860651552995,329.90859521413904,363.67328610075515,329.90859521413904,363.67328610075515,500,500
0.97,6.826855066248382,343.958157229894,6.828001305459119,6.738106554719554,6.922448794017574,6.6366849953703255,6.9741739473575155,6.6366849953703255,6.9741739473575155,348.3287344289898,336.29003220511095,361.10706827021585,331.64359012427553,365.5569513020475,331.64359012427553,365.5569513020475,500,500
0.98,6.825993715928025,345.4263777542911,6.827315174051091,6.737412853364756,6.922350249987562,6.637041976687056,6.9700078283403375,6.637041976687056,6.9700078283403375,349.7411010763477,337.81955753674015,362.42065791517086,333.1946782422474,366.8456331720692,333.1946782422474,366.8456331720692,500,500
