Alpha,objective_nitrogen,objective_water,nitrogen_mt,water_bcm,solve_status,solve_status_code,is_valid,variable_count,constraint_count,income_mode
0.2,2919784990.6362324,99885597720.09686,2.9197849906362325,99.88559772009687,Optimal,1,True,1788,2505,profit
0.21,2919705114.231106,99886347978.97858,2.919705114231106,99.88634797897858,Optimal,1,True,1788,2505,profit
0.22,2919210179.6210203,99891288686.87903,2.9192101796210204,99.89128868687902,Optimal,1,True,1788,2505,profit
0.23,2919181338.0538864,99891594760.78845,2.9191813380538862,99.89159476078845,Optimal,1,True,1788,2505,profit
0.24,2919145357.689992,99891986485.87036,2.919145357689992,99.89198648587036,Optimal,1,True,1788,2505,profit
0.25,2918755253.0637426,99896499875.16385,2.918755253063743,99.89649987516385,Optimal,1,True,1788,2505,profit
0.26,2917257197.76655,99914751799.8547,2.91725719776655,99.9147517998547,Optimal,1,True,1788,2505,profit
0.27,2917234167.88604,99915048686.57138,2.9172341678860403,99.91504868657138,Optimal,1,True,1788,2505,profit
0.28,2917066788.464271,99917303408.61955,2.917066788464271,99.91730340861955,Optimal,1,True,1788,2505,profit
0.29,2917037948.107122,99917715904.66849,2.917037948107122,99.91771590466848,Optimal,1,True,1788,2505,profit
0.3,2916969762.0283685,99918736947.02725,2.9169697620283683,99.91873694702726,Optimal,1,True,1788,2505,profit
0.31,2916969255.8078957,99918744808.25052,2.9169692558078957,99.91874480825052,Optimal,1,True,1788,2505,profit
0.32,2916969113.4332166,99918747157.72061,2.9169691134332165,99.91874715772062,Optimal,1,True,1788,2505,profit
0.33,2916969113.4332166,99918747157.72061,2.9169691134332165,99.91874715772062,Optimal,1,True,1788,2505,profit
0.34,2916957679.8000584,99918955905.47455,2.9169576798000585,99.91895590547455,Optimal,1,True,1788,2505,profit
0.35,2916941450.642594,99919263869.08516,2.916941450642594,99.91926386908516,Optimal,1,True,1788,2505,profit
0.36,2916930844.7758293,99919472273.39775,2.9169308447758295,99.91947227339774,Optimal,1,True,1788,2505,profit
0.37,2916488876.8554583,99928451647.80675,2.916488876855458,99.92845164780675,Optimal,1,True,1788,2505,profit
0.38,2916431843.2748275,99929684395.59717,2.9164318432748275,99.92968439559716,Optimal,1,True,1788,2505,profit
0.39,2916431843.2748275,99929684395.59717,2.9164318432748275,99.92968439559716,Optimal,1,True,1788,2505,profit
0.4,2915893220.5232635,99942398584.89024,2.9158932205232633,99.94239858489024,Optimal,1,True,1788,2505,profit
0.41,2914396827.575619,99979028513.05702,2.914396827575619,99.97902851305702,Optimal,1,True,1788,2505,profit
0.42,2912628532.17547,100023630770.6291,2.9126285321754697,100.02363077062911,Optimal,1,True,1788,2505,profit
0.43,2912248620.9816732,100033703084.66899,2.912248620981673,100.03370308466899,Optimal,1,True,1788,2505,profit
0.44,2912167751.927957,100035932040.11021,2.912167751927957,100.03593204011021,Optimal,1,True,1788,2505,profit
0.45,2911961128.4491334,100041789622.19316,2.9119611284491334,100.04178962219316,Optimal,1,True,1788,2505,profit
0.46,2909657426.242804,100110193764.31322,2.909657426242804,100.11019376431322,Optimal,1,True,1788,2505,profit
0.47,2908058973.718739,100159513952.9522,2.908058973718739,100.1595139529522,Optimal,1,True,1788,2505,profit
0.48,2908058973.718739,100159513952.9522,2.908058973718739,100.1595139529522,Optimal,1,True,1788,2505,profit
0.49,2904650064.187453,100276085949.93782,2.904650064187453,100.27608594993782,Optimal,1,True,1788,2505,profit
0.5,2904205952.206125,100291339115.79645,2.9042059522061248,100.29133911579645,Optimal,1,True,1788,2505,profit
0.51,2904146780.212159,100293512711.36978,2.904146780212159,100.29351271136979,Optimal,1,True,1788,2505,profit
0.52,2904071425.8236365,100296356373.56403,2.9040714258236364,100.29635637356402,Optimal,1,True,1788,2505,profit
0.53,2903793271.041164,100307318303.46783,2.903793271041164,100.30731830346784,Optimal,1,True,1788,2505,profit
0.54,2903003444.760714,100339327738.51434,2.903003444760714,100.33932773851434,Optimal,1,True,1788,2505,profit
0.55,2902758699.3247666,100349804224.70438,2.9027586993247665,100.34980422470437,Optimal,1,True,1788,2505,profit
0.56,2902674583.845604,100353596318.03151,2.902674583845604,100.3535963180315,Optimal,1,True,1788,2505,profit
0.57,2902629414.6883683,100355686213.01668,2.902629414688368,100.35568621301668,Optimal,1,True,1788,2505,profit
0.58,2901514702.190251,100409956407.4361,2.901514702190251,100.4099564074361,Optimal,1,True,1788,2505,profit
0.59,2901498011.113382,100410792176.35422,2.901498011113382,100.41079217635422,Optimal,1,True,1788,2505,profit
0.6,2901176890.8331785,100427645285.8605,2.9011768908331783,100.4276452858605,Optimal,1,True,1788,2505,profit
0.61,2900261147.9735727,100477727490.00482,2.900261147973573,100.47772749000482,Optimal,1,True,1788,2505,profit
0.62,2899676617.944637,100511479672.34357,2.8996766179446367,100.51147967234357,Optimal,1,True,1788,2505,profit
0.63,2898852526.483525,100559837367.62897,2.898852526483525,100.55983736762897,Optimal,1,True,1788,2505,profit
0.64,2897667098.4986553,100635032941.55807,2.8976670984986552,100.63503294155808,Optimal,1,True,1788,2505,profit
0.65,2897115790.605063,100671117118.16913,2.897115790605063,100.67111711816912,Optimal,1,True,1788,2505,profit
0.66,2897109615.3721766,100671542335.41919,2.8971096153721767,100.67154233541919,Optimal,1,True,1788,2505,profit
0.67,2896863209.613559,100688692551.59607,2.8968632096135587,100.68869255159606,Optimal,1,True,1788,2505,profit
0.68,2896838519.8778553,100690530025.8589,2.8968385198778552,100.6905300258589,Optimal,1,True,1788,2505,profit
0.69,2896800875.5827084,100693424972.13896,2.8968008755827084,100.69342497213896,Optimal,1,True,1788,2505,profit
0.7,2896577690.9551616,100711396668.0172,2.8965776909551617,100.7113966680172,Optimal,1,True,1788,2505,profit
0.71,2896464095.1165457,100721249703.48296,2.8964640951165457,100.72124970348295,Optimal,1,True,1788,2505,profit
0.72,2895979602.735057,100764372855.90344,2.895979602735057,100.76437285590345,Optimal,1,True,1788,2505,profit
0.73,2895248064.223743,100832939377.45308,2.895248064223743,100.83293937745307,Optimal,1,True,1788,2505,profit
0.74,2895247937.4089317,100832951645.07118,2.8952479374089317,100.83295164507118,Optimal,1,True,1788,2505,profit
0.75,2894578099.487422,100902674900.66116,2.894578099487422,100.90267490066117,Optimal,1,True,1788,2505,profit
0.76,2892193507.5264153,101162401049.32993,2.8921935075264154,101.16240104932993,Optimal,1,True,1788,2505,profit
0.77,2892189216.150161,101162904127.4707,2.892189216150161,101.1629041274707,Optimal,1,True,1788,2505,profit
0.78,2891094709.5968943,101300807310.1004,2.8910947095968944,101.3008073101004,Optimal,1,True,1788,2505,profit
0.79,2890993715.6598973,101313891055.22458,2.8909937156598975,101.31389105522457,Optimal,1,True,1788,2505,profit
0.8,2890683498.208847,101357512718.2179,2.890683498208847,101.35751271821789,Optimal,1,True,1788,2505,profit
0.81,2890681572.6835055,101357803793.8198,2.8906815726835053,101.3578037938198,Optimal,1,True,1788,2505,profit
0.82,2890071029.3754735,101451446624.98814,2.8900710293754734,101.45144662498815,Optimal,1,True,1788,2505,profit
0.83,2889772643.067941,101500717969.19972,2.8897726430679413,101.50071796919973,Optimal,1,True,1788,2505,profit
0.84,2889631325.9585147,101526133500.5498,2.889631325958515,101.5261335005498,Optimal,1,True,1788,2505,profit
0.85,2889614092.2173953,101529497251.87024,2.8896140922173954,101.52949725187024,Optimal,1,True,1788,2505,profit
0.86,2889589767.9709244,101534557655.46405,2.8895897679709246,101.53455765546406,Optimal,1,True,1788,2505,profit
0.87,2889336829.4071746,101594059681.23404,2.8893368294071746,101.59405968123404,Optimal,1,True,1788,2505,profit
0.88,2889237160.506087,101619108435.86722,2.8892371605060867,101.61910843586722,Optimal,1,True,1788,2505,profit
0.89,2889133075.282334,101648976353.64923,2.889133075282334,101.64897635364923,Optimal,1,True,1788,2505,profit
0.9,2888732235.8124433,101771557426.60135,2.8887322358124434,101.77155742660135,Optimal,1,True,1788,2505,profit
0.91,2888679863.353083,101789653513.06418,2.888679863353083,101.78965351306418,Optimal,1,True,1788,2505,profit
0.92,2888644452.42789,101803511366.15198,2.88864445242789,101.80351136615198,Optimal,1,True,1788,2505,profit
0.93,2888644452.4278903,101803511366.15201,2.8886444524278905,101.80351136615201,Optimal,1,True,1788,2505,profit
0.94,2888241371.6254463,102016291613.0234,2.8882413716254463,102.01629161302341,Optimal,1,True,1788,2505,profit
0.95,2888208942.0742297,102035308086.19745,2.88820894207423,102.03530808619745,Optimal,1,True,1788,2505,profit
0.96,2888203503.083623,102039106202.99136,2.888203503083623,102.03910620299136,Optimal,1,True,1788,2505,profit
0.97,2888202374.1602197,102040379344.54333,2.88820237416022,102.04037934454334,Optimal,1,True,1788,2505,profit
0.98,2888084349.802629,102183902894.37311,2.888084349802629,102.1839028943731,Optimal,1,True,1788,2505,profit
0.99,2888064581.647561,102222362322.60309,2.888064581647561,102.22236232260309,Optimal,1,True,1788,2505,profit
1.0,2888061508.915726,102252308725.73181,2.888061508915726,102.25230872573181,Optimal,1,True,1788,2505,profit
