id,district,dt_code,st_nm,st_code,year,state_key,district_key,map_state,map_district,nitrogen_surplus_kg,calorie_kcal,water_m3,nitrogen_surplus_ggn,calorie_bkcal,water_bcm
,Siang,764,Arunachal Pradesh,12,2015_c,arunachal pradesh,siang,arunachal pradesh,siang,1075589.1529982416,55010874809.48924,61416326.99702512,1.0755891529982415,55.010874809489245,0.061416326997025115
,Shi Yomi,785,Arunachal Pradesh,12,2018,arunachal pradesh,shi yomi,,,,,,,,
,Pakke Kessang,783,Arunachal Pradesh,12,2018,arunachal pradesh,pakke kessang,,,,,,,,
,West Siang,250,Arunachal Pradesh,12,2011_c,arunachal pradesh,west siang,arunachal pradesh,west siang,2449605.758794546,118051229597.91461,144926233.75805804,2.4496057587945463,118.05122959791461,0.14492623375805805
,Lepa Rada,784,Arunachal Pradesh,12,2018,arunachal pradesh,lepa rada,,,,,,,,
,Kamle,778,Arunachal Pradesh,12,2018,arunachal pradesh,kamle,,,,,,,,
,North and Middle Andaman,639,Andaman and Nicobar,35,2011_c,andaman and nicobar,north and middle andaman,andaman and nicobar,north and middle andaman,522280.5411032088,38256538401.99289,35555880.30180416,0.5222805411032088,38.25653840199289,0.03555588030180416
,South Andaman,640,Andaman and Nicobar,35,2011_c,andaman and nicobar,south andaman,andaman and nicobar,south andaman,25840.42389443311,1849396799.69918,1703453.6784220005,0.02584042389443311,1.8493967996991798,0.0017034536784220004
,Nicobars,638,Andaman and Nicobar,35,2011_c,andaman and nicobar,nicobars,andaman and nicobar,nicobars,121.993307019695,1886800.0,6955.439966296578,0.000121993307019695,0.0018868,6.955439966296578e-06
,Amroha,137,Uttar Pradesh,09,2011_c,uttar pradesh,amroha,uttar pradesh,amroha,9883065.15604047,1267640460023.621,259110748.05408344,9.88306515604047,1267.640460023621,0.25911074805408346
,Churu,102,Rajasthan,08,2011_c,rajasthan,churu,rajasthan,churu,12400939.507345263,605129119720.911,1515600792.9646697,12.400939507345264,605.129119720911,1.5156007929646698
,Hapur,705,Uttar Pradesh,09,update2014,uttar pradesh,hapur,uttar pradesh,hapur,4930791.318646521,784019900031.7506,140873022.74520957,4.930791318646521,784.0199000317506,0.14087302274520958
,North Delhi,091,Delhi,07,2011_c,delhi,north delhi,,,,,,,,
,Jhajjar,083,Haryana,06,2011_c,haryana,jhajjar,haryana,jhajjar,4737874.112240951,2192883999944.532,800862142.8915024,4.7378741122409505,2192.883999944532,0.8008621428915024
,Bareilly,150,Uttar Pradesh,09,2011_c,uttar pradesh,bareilly,uttar pradesh,bareilly,31243849.846087277,3621441159912.6323,1030535578.2615533,31.243849846087276,3621.4411599126324,1.0305355782615533
,Pilibhit,151,Uttar Pradesh,09,2011_c,uttar pradesh,pilibhit,uttar pradesh,pilibhit,22738098.169331994,3443547000122.743,728922199.4729568,22.738098169331995,3443.547000122743,0.7289221994729568
,North East Delhi,092,Delhi,07,2011_c,delhi,north east delhi,,,,,,,,
,West Delhi,096,Delhi,07,2011_c,delhi,west delhi,,,,,,,,
,Bulandshahr,142,Uttar Pradesh,09,2011_c,uttar pradesh,bulandshahr,uttar pradesh,bulandshahr,18452782.75901413,4263979040076.169,703434533.3317435,18.45278275901413,4263.9790400761685,0.7034345333317434
,East Delhi,093,Delhi,07,2011_c,delhi,east delhi,,,,,,,,
,South West Delhi,097,Delhi,07,2011_c,delhi,south west delhi,,,,,,,,
,Central Delhi,095,Delhi,07,2011_c,delhi,central delhi,,,,,,,,
,Gautam Buddha Nagar,141,Uttar Pradesh,09,2011_c,uttar pradesh,gautam buddha nagar,uttar pradesh,gautam buddha nagar,673859.4415063008,32138759993.1615,28560224.940192,0.6738594415063008,32.1387599931615,0.028560224940192
,New Delhi,094,Delhi,07,2011_c,delhi,new delhi,,,,,,,,
,Kheri,153,Uttar Pradesh,09,2011_c,uttar pradesh,kheri,uttar pradesh,kheri,38681555.8940325,4567131059722.226,1007285030.7482567,38.6815558940325,4567.1310597222255,1.0072850307482566
,South Delhi,098,Delhi,07,2011_c,delhi,south delhi,,,,,,,,
,Jhunjhunu,103,Rajasthan,08,2011_c,rajasthan,jhunjhunu,rajasthan,jhunjhunu,15407641.180826778,1892166839957.1265,617826970.3905123,15.407641180826777,1892.1668399571265,0.6178269703905124
,Gurugram,086,Haryana,06,2011_c,haryana,gurugram,haryana,gurugram,1194830.288547774,938679999969.7421,223984086.4576891,1.1948302885477742,938.6799999697421,0.2239840864576891
,Faridabad,088,Haryana,06,2011_c,haryana,faridabad,haryana,faridabad,3989410.8717699153,560777999998.9559,188522445.60802278,3.9894108717699153,560.7779999989559,0.18852244560802278
,Mahendragarh,084,Haryana,06,2011_c,haryana,mahendragarh,haryana,mahendragarh,8325309.5386441145,1190660000027.84,438294828.12773746,8.325309538644115,1190.6600000278402,0.43829482812773746
,Rewari,085,Haryana,06,2011_c,haryana,rewari,haryana,rewari,3331855.1709698583,1203092000029.2642,288285421.81485754,3.3318551709698583,1203.0920000292642,0.28828542181485756
,Budaun,149,Uttar Pradesh,09,2011_c,uttar pradesh,budaun,uttar pradesh,budaun,31413464.290195532,3754498299981.3945,956421319.4831202,31.41346429019553,3754.4982999813947,0.9564213194831203
,Jaisalmer,114,Rajasthan,08,2011_c,rajasthan,jaisalmer,rajasthan,jaisalmer,6423659.285849163,101375660141.63509,1736472229.2399447,6.423659285849164,101.37566014163508,1.7364722292399446
,Bahraich,180,Uttar Pradesh,09,2011_c,uttar pradesh,bahraich,uttar pradesh,bahraich,28232572.751697015,3998916260202.466,1294229417.4730747,28.232572751697013,3998.9162602024658,1.2942294174730746
,Nuh,087,Haryana,06,2011_c,haryana,nuh,haryana,nuh,8635281.02275043,1411833999975.7122,357762752.60420215,8.63528102275043,1411.8339999757122,0.35776275260420215
,Shahjahanpur,152,Uttar Pradesh,09,2011_c,uttar pradesh,shahjahanpur,uttar pradesh,shahjahanpur,46879848.1088728,5671316640352.244,1157715249.0450585,46.8798481088728,5671.316640352245,1.1577152490450584
,Sikar,111,Rajasthan,08,2011_c,rajasthan,sikar,rajasthan,sikar,12118025.498292238,1644869159884.854,951276423.3764,12.118025498292237,1644.869159884854,0.9512764233764
,Palwal,089,Haryana,06,2011_c,haryana,palwal,haryana,palwal,10135791.653727762,1770108000044.682,572493734.6815917,10.135791653727763,1770.1080000446818,0.5724937346815917
,Alwar,104,Rajasthan,08,2011_c,rajasthan,alwar,rajasthan,alwar,14181252.403284501,4773541460099.42,760425083.8243561,14.181252403284502,4773.54146009942,0.760425083824356
,North  District,241,Sikkim,11,2011_c,sikkim,north district,sikkim,north district,391886.4412364214,20550260002.991802,16983821.4167871,0.3918864412364214,20.550260002991802,0.016983821416787098
,Aligarh,143,Uttar Pradesh,09,2011_c,uttar pradesh,aligarh,uttar pradesh,aligarh,18460446.25969702,4777325580155.303,793096702.1003244,18.46044625969702,4777.325580155302,0.7930967021003243
,Kasganj,202,Uttar Pradesh,09,2011_c,uttar pradesh,kasganj,uttar pradesh,kasganj,8667396.13719319,1931383100014.7383,302921029.58177084,8.66739613719319,1931.3831000147384,0.30292102958177086
,Mathura,145,Uttar Pradesh,09,2011_c,uttar pradesh,mathura,uttar pradesh,mathura,19436902.31734223,2792044540017.116,654765325.5373731,19.43690231734223,2792.044540017116,0.6547653255373731
,Jaipur,110,Rajasthan,08,2011_c,rajasthan,jaipur,rajasthan,jaipur,20305178.51711843,3248734400406.7646,889528037.034832,20.30517851711843,3248.7344004067645,0.889528037034832
,Shrawasti,181,Uttar Pradesh,09,2011_c,uttar pradesh,shrawasti,uttar pradesh,shrawasti,9833686.011284152,1448050419904.2502,537802440.5331786,9.833686011284152,1448.0504199042502,0.5378024405331786
,Jodhpur,113,Rajasthan,08,2011_c,rajasthan,jodhpur,rajasthan,jodhpur,8790958.393645747,2014710639988.6196,1220697733.7296767,8.790958393645747,2014.7106399886197,1.2206977337296767
,Sitapur,154,Uttar Pradesh,09,2011_c,uttar pradesh,sitapur,uttar pradesh,sitapur,25524090.559762556,3626155939821.093,1287854941.6787412,25.524090559762556,3626.155939821093,1.2878549416787413
,Bharatpur,105,Rajasthan,08,2011_c,rajasthan,bharatpur,rajasthan,bharatpur,21857825.79309429,2879122440206.2876,640457059.2334441,21.85782579309429,2879.1224402062876,0.6404570592334441
,Hathras,144,Uttar Pradesh,09,2011_c,uttar pradesh,hathras,uttar pradesh,hathras,11154417.901562955,1619577960055.706,310204489.09153974,11.154417901562955,1619.577960055706,0.31020448909153975
,Nagaur,112,Rajasthan,08,2011_c,rajasthan,nagaur,rajasthan,nagaur,16263141.44125953,1485357839849.1658,959132060.0954671,16.26314144125953,1485.3578398491659,0.9591320600954671
,Etah,201,Uttar Pradesh,09,2011_c,uttar pradesh,etah,uttar pradesh,etah,17296474.183758795,2460505579943.3906,341158391.67406714,17.296474183758797,2460.505579943391,0.34115839167406714
,Hardoi,155,Uttar Pradesh,09,2011_c,uttar pradesh,hardoi,uttar pradesh,hardoi,43592541.054519325,5403043160008.263,1262539023.4384327,43.59254105451932,5403.043160008263,1.2625390234384326
,Farrukhabad,159,Uttar Pradesh,09,2011_c,uttar pradesh,farrukhabad,uttar pradesh,farrukhabad,8207593.140604175,1648730000009.13,196435107.23527026,8.207593140604175,1648.73000000913,0.19643510723527027
,West District,242,Sikkim,11,2011_c,sikkim,west district,sikkim,west district,1497217.254534267,92680920021.12552,62190579.66891134,1.4972172545342668,92.68092002112552,0.06219057966891134
,South District,243,Sikkim,11,2011_c,sikkim,south district,sikkim,south district,1503008.9253661432,96795119997.864,62336166.773163594,1.5030089253661432,96.79511999786399,0.062336166773163594
,East District,244,Sikkim,11,2011_c,sikkim,east district,sikkim,east district,1412080.0433506777,85804120014.21391,66923726.450896665,1.4120800433506777,85.80412001421391,0.06692372645089667
,Firozabad,147,Uttar Pradesh,09,2011_c,uttar pradesh,firozabad,uttar pradesh,firozabad,13111256.717019483,2021333380094.685,359383004.2414213,13.111256717019483,2021.333380094685,0.3593830042414213
,West Champaran,203,Bihar,10,2011_c,bihar,west champaran,bihar,west champaran,16166389.898184607,1422496300165.3296,1143327121.3972065,16.166389898184608,1422.4963001653296,1.1433271213972065
,Siddharthnagar,184,Uttar Pradesh,09,2011_c,uttar pradesh,siddharthnagar,uttar pradesh,siddharthnagar,19482835.186381824,3628492980109.5537,1065888473.9077954,19.482835186381823,3628.4929801095536,1.0658884739077954
,Mainpuri,148,Uttar Pradesh,09,2011_c,uttar pradesh,mainpuri,uttar pradesh,mainpuri,23861436.73398903,3407046719959.9453,513085898.41267973,23.86143673398903,3407.046719959945,0.5130858984126797
,Mahrajganj,187,Uttar Pradesh,09,2011_c,uttar pradesh,mahrajganj,uttar pradesh,mahrajganj,21903493.223431878,3137955620045.548,1069023539.3806837,21.903493223431877,3137.9556200455477,1.0690235393806837
,Agra,146,Uttar Pradesh,09,2011_c,uttar pradesh,agra,uttar pradesh,agra,15046674.854203157,2846994159973.843,341049597.6844789,15.046674854203157,2846.9941599738427,0.3410495976844789
,Gonda,183,Uttar Pradesh,09,2011_c,uttar pradesh,gonda,uttar pradesh,gonda,42259099.98641161,2750189179945.539,1133798029.439838,42.259099986411606,2750.189179945539,1.133798029439838
,Bara Banki,176,Uttar Pradesh,09,2011_c,uttar pradesh,bara banki,uttar pradesh,bara banki,31444316.42519717,4069005759903.8564,1042037384.8150822,31.44431642519717,4069.0057599038564,1.0420373848150821
,Darjeeling,327,West Bengal,19,2011_c,west bengal,darjeeling,west bengal,darjeeling,3600339.779812761,340518979977.0541,227567303.61542785,3.600339779812761,340.5189799770541,0.22756730361542785
,Dausa,109,Rajasthan,08,2011_c,rajasthan,dausa,rajasthan,dausa,7827877.916393181,1993935079989.253,413180044.55802214,7.827877916393181,1993.935079989253,0.41318004455802215
,Kushinagar,189,Uttar Pradesh,09,2011_c,uttar pradesh,kushinagar,uttar pradesh,kushinagar,29451779.649503358,2583171540149.1694,742430887.1226476,29.451779649503358,2583.1715401491692,0.7424308871226476
,Kannauj,160,Uttar Pradesh,09,2011_c,uttar pradesh,kannauj,uttar pradesh,kannauj,7194330.734599927,1887927939935.127,264629624.76198858,7.1943307345999274,1887.927939935127,0.2646296247619886
,Lucknow,157,Uttar Pradesh,09,2011_c,uttar pradesh,lucknow,uttar pradesh,lucknow,12705120.196171656,1371352079962.5908,378527742.95780766,12.705120196171656,1371.3520799625908,0.37852774295780767
,Jalpaiguri,328,West Bengal,19,2011_c,west bengal,jalpaiguri,west bengal,jalpaiguri,6967163.6684515085,1357469470141.289,855283717.1788274,6.967163668451509,1357.469470141289,0.8552837171788275
,Basti,185,Uttar Pradesh,09,2011_c,uttar pradesh,basti,uttar pradesh,basti,20619838.62712351,2641159780132.743,618512914.7040752,20.61983862712351,2641.159780132743,0.6185129147040752
,Gorakhpur,188,Uttar Pradesh,09,2011_c,uttar pradesh,gorakhpur,uttar pradesh,gorakhpur,40971614.421656966,4019584040044.74,1022717368.3509352,40.971614421656966,4019.58404004474,1.0227173683509352
,Sant Kabir Nagar,186,Uttar Pradesh,09,2011_c,uttar pradesh,sant kabir nagar,uttar pradesh,sant kabir nagar,18618670.78508597,1629652120014.3477,712779982.1620001,18.618670785085968,1629.6521200143477,0.7127799821620001
,Karauli,107,Rajasthan,08,2011_c,rajasthan,karauli,rajasthan,karauli,9473741.74799371,1985603079910.5337,294229528.1739732,9.47374174799371,1985.6030799105338,0.2942295281739732
,East Champaran,204,Bihar,10,2011_c,bihar,east champaran,bihar,east champaran,29498735.23004942,2275519919851.666,1953356145.3737168,29.49873523004942,2275.519919851666,1.953356145373717
,Unnao,156,Uttar Pradesh,09,2011_c,uttar pradesh,unnao,uttar pradesh,unnao,33747188.22107707,3517812379914.9546,1009597664.6908317,33.74718822107707,3517.8123799149544,1.0095976646908316
,Etawah,161,Uttar Pradesh,09,2011_c,uttar pradesh,etawah,uttar pradesh,etawah,17870934.171183944,2045664720037.6868,414959644.5029302,17.870934171183944,2045.6647200376867,0.4149596445029302
,Dhaulpur,106,Rajasthan,08,2011_c,rajasthan,dhaulpur,rajasthan,dhaulpur,3055394.105855623,1543578819968.9553,196422386.1198457,3.0553941058556227,1543.5788199689553,0.1964223861198457
,Kanpur Nagar,164,Uttar Pradesh,09,2011_c,uttar pradesh,kanpur nagar,uttar pradesh,kanpur nagar,23121560.137768228,3717558340129.6987,611380660.8293632,23.121560137768228,3717.5583401296985,0.6113806608293633
,Auraiya,162,Uttar Pradesh,09,2011_c,uttar pradesh,auraiya,uttar pradesh,auraiya,14581389.612537222,2138364980071.2676,401091595.8012089,14.581389612537222,2138.3649800712674,0.4010915958012089
,Morena,419,Madhya Pradesh,23,2011_c,madhya pradesh,morena,madhya pradesh,morena,6881768.427366275,2631273200041.4717,207017851.39997736,6.881768427366275,2631.2732000414717,0.20701785139997736
,Barmer,115,Rajasthan,08,2011_c,rajasthan,barmer,rajasthan,barmer,81204452.68374835,800942181060.7972,8186283674.817442,81.20445268374834,800.9421810607972,8.186283674817442
,Faizabad,177,Uttar Pradesh,09,2011_c,uttar pradesh,faizabad,uttar pradesh,faizabad,19595289.39396265,2291531940155.2896,662810721.4852452,19.595289393962652,2291.5319401552897,0.6628107214852452
,Kanpur Dehat,163,Uttar Pradesh,09,2011_c,uttar pradesh,kanpur dehat,uttar pradesh,kanpur dehat,12630342.97882145,2382174820040.172,397523180.077621,12.630342978821451,2382.1748200401717,0.397523180077621
,Bhind,420,Madhya Pradesh,23,2011_c,madhya pradesh,bhind,madhya pradesh,bhind,10503806.75284305,2210473400055.4414,215105859.4152283,10.503806752843051,2210.4734000554413,0.2151058594152283
,Sawai Madhopur,108,Rajasthan,08,2011_c,rajasthan,sawai madhopur,rajasthan,sawai madhopur,4739789.060520345,1167100960045.88,232040848.59830582,4.739789060520345,1167.10096004588,0.23204084859830582
,Deoria,190,Uttar Pradesh,09,2011_c,uttar pradesh,deoria,uttar pradesh,deoria,29327361.17059618,2727722800085.2256,1015886632.8965228,29.327361170596177,2727.7228000852256,1.0158866328965228
,Sitamarhi,206,Bihar,10,2011_c,bihar,sitamarhi,bihar,sitamarhi,13767256.500730945,1549071199878.7788,804021562.9174551,13.767256500730944,1549.0711998787788,0.8040215629174551
,Tonk,120,Rajasthan,08,2011_c,rajasthan,tonk,rajasthan,tonk,3367597.888484121,913189679983.3346,353833878.1432827,3.367597888484121,913.1896799833346,0.3538338781432827
,Sheohar,205,Bihar,10,2011_c,bihar,sheohar,bihar,sheohar,2832664.157619264,294272159985.2301,182335789.0850083,2.832664157619264,294.2721599852301,0.1823357890850083
,Sultanpur,179,Uttar Pradesh,09,2011_c,uttar pradesh,sultanpur,uttar pradesh,sultanpur,20596727.89635054,2617787900036.7275,552420949.3790114,20.59672789635054,2617.7879000367275,0.5524209493790114
,Pali,118,Rajasthan,08,2011_c,rajasthan,pali,rajasthan,pali,10544685.540749073,857870759903.6326,907861058.4785212,10.544685540749073,857.8707599036326,0.9078610584785213
,Gopalganj,217,Bihar,10,2011_c,bihar,gopalganj,bihar,gopalganj,11563517.978323523,1279518809856.9824,765056746.4428079,11.563517978323523,1279.5188098569824,0.765056746442808
,Ambedkar Nagar,178,Uttar Pradesh,09,2011_c,uttar pradesh,ambedkar nagar,uttar pradesh,ambedkar nagar,19153310.98063063,2918395220152.6074,619702812.0773355,19.15331098063063,2918.3952201526076,0.6197028120773355
,Rae Bareli,158,Uttar Pradesh,09,2011_c,uttar pradesh,rae bareli,uttar pradesh,rae bareli,24985580.42923552,2243682780004.323,687687376.1822544,24.985580429235522,2243.6827800043234,0.6876873761822544
,Jalaun,165,Uttar Pradesh,09,2011_c,uttar pradesh,jalaun,uttar pradesh,jalaun,8115175.812145689,2000514679984.0278,247264966.80589753,8.115175812145688,2000.514679984028,0.24726496680589755
,Azamgarh,191,Uttar Pradesh,09,2011_c,uttar pradesh,azamgarh,uttar pradesh,azamgarh,42556973.44358793,4462186719739.848,1525877299.2387884,42.55697344358793,4462.186719739848,1.5258772992387883
,Gwalior,421,Madhya Pradesh,23,2011_c,madhya pradesh,gwalior,madhya pradesh,gwalior,3372935.739681094,1070096000029.708,152760083.13351732,3.372935739681094,1070.096000029708,0.15276008313351733
,Sheopur,418,Madhya Pradesh,23,2011_c,madhya pradesh,sheopur,madhya pradesh,sheopur,7166895.269925051,1459414200001.368,218118543.98006845,7.166895269925051,1459.4142000013678,0.21811854398006844
,Mau,192,Uttar Pradesh,09,2011_c,uttar pradesh,mau,uttar pradesh,mau,24494286.318505656,1915911640154.7876,621827482.0761526,24.494286318505655,1915.9116401547876,0.6218274820761526
,Fatehpur,172,Uttar Pradesh,09,2011_c,uttar pradesh,fatehpur,uttar pradesh,fatehpur,28730270.20140323,2745039639880.486,675345299.7659576,28.73027020140323,2745.039639880486,0.6753452997659576
,Ballia,193,Uttar Pradesh,09,2011_c,uttar pradesh,ballia,uttar pradesh,ballia,25443425.767618235,2856175520241.06,875207521.6209462,25.443425767618237,2856.17552024106,0.8752075216209462
,Jaunpur,194,Uttar Pradesh,09,2011_c,uttar pradesh,jaunpur,uttar pradesh,jaunpur,38562282.62751911,3922433140170.657,1328741130.9073732,38.56228262751911,3922.433140170657,1.3287411309073731
,Bhilwara,122,Rajasthan,08,2011_c,rajasthan,bhilwara,rajasthan,bhilwara,21162729.65525207,2484109360006.599,803755747.7885965,21.16272965525207,2484.109360006599,0.8037557477885965
,Samastipur,221,Bihar,10,2011_c,bihar,samastipur,bihar,samastipur,23012381.270268597,2893663759961.4766,735808637.7093453,23.012381270268598,2893.6637599614764,0.7358086377093453
,Jalor,116,Rajasthan,08,2011_c,rajasthan,jalor,rajasthan,jalor,19454909.75302682,650186919525.0891,2430961771.8007293,19.454909753026822,650.1869195250891,2.4309617718007295
,Bundi,121,Rajasthan,08,2011_c,rajasthan,bundi,rajasthan,bundi,10790951.670691572,2700064600042.1875,538119019.468827,10.790951670691571,2700.0646000421875,0.538119019468827
,Katihar,212,Bihar,10,2011_c,bihar,katihar,bihar,katihar,2620647.6925704847,4925562239980.519,544139494.884486,2.620647692570485,4925.562239980519,0.544139494884486
,Jhansi,166,Uttar Pradesh,09,2011_c,uttar pradesh,jhansi,uttar pradesh,jhansi,6822536.95682963,1332543639994.961,328975117.09493953,6.82253695682963,1332.543639994961,0.32897511709493954
,Shivpuri,423,Madhya Pradesh,23,2011_c,madhya pradesh,shivpuri,madhya pradesh,shivpuri,5994620.031470745,841395800024.0519,203408273.47105825,5.9946200314707445,841.3958000240518,0.20340827347105825
,Kota,127,Rajasthan,08,2011_c,rajasthan,kota,rajasthan,kota,13498868.800234834,1880990460019.9531,340897236.7677602,13.498868800234833,1880.9904600199532,0.34089723676776024
,Banda,170,Uttar Pradesh,09,2011_c,uttar pradesh,banda,uttar pradesh,banda,13425871.987467833,1683362060058.7393,738728461.1327941,13.425871987467833,1683.3620600587392,0.7387284611327941
,Ghazipur,195,Uttar Pradesh,09,2011_c,uttar pradesh,ghazipur,uttar pradesh,ghazipur,61688608.91023432,3033707059933.127,1129688595.4006295,61.688608910234315,3033.707059933127,1.1296885954006295
,Kaushambi,174,Uttar Pradesh,09,2011_c,uttar pradesh,kaushambi,uttar pradesh,kaushambi,13575037.617476027,1227411160072.4849,420113171.2238592,13.575037617476028,1227.4111600724848,0.4201131712238592
,Khagaria,223,Bihar,10,2011_c,bihar,khagaria,bihar,khagaria,6618686.978329876,1470974620008.0664,420242562.14660126,6.618686978329876,1470.9746200080665,0.4202425621466013
,Bhojpur,231,Bihar,10,2011_c,bihar,bhojpur,bihar,bhojpur,15400443.395442002,2111564430103.7095,439163844.79161394,15.400443395442002,2111.5644301037096,0.4391638447916139
,Prayagraj,175,Uttar Pradesh,09,2011_c,uttar pradesh,prayagraj,uttar pradesh,prayagraj,37035136.74905992,4239102480236.679,1149183901.9865105,37.03513674905992,4239.102480236679,1.1491839019865104
,Buxar,232,Bihar,10,2011_c,bihar,buxar,bihar,buxar,13990389.40309703,1993629099934.7239,446502599.9806735,13.99038940309703,1993.6290999347239,0.4465025999806735
,Dakshin Dinajpur,331,West Bengal,19,2011_c,west bengal,dakshin dinajpur,west bengal,dakshin dinajpur,14422220.43453799,2322518360270.1963,1029075430.5964246,14.42222043453799,2322.5183602701964,1.0290754305964245
,Maldah,332,West Bengal,19,2011_c,west bengal,maldah,west bengal,maldah,16899265.911939867,3317011360188.4746,1321169147.7482815,16.899265911939867,3317.0113601884746,1.3211691477482814
,Tikamgarh,424,Madhya Pradesh,23,2011_c,madhya pradesh,tikamgarh,madhya pradesh,tikamgarh,5508382.24225844,801459200000.3969,326791684.8905692,5.50838224225844,801.4592000003969,0.3267916848905692
,Varanasi,197,Uttar Pradesh,09,2011_c,uttar pradesh,varanasi,uttar pradesh,varanasi,12253527.246137135,1272786639960.7646,398138806.7367078,12.253527246137134,1272.7866399607647,0.3981388067367078
,Darbhanga,215,Bihar,10,2011_c,bihar,darbhanga,bihar,darbhanga,8599931.76708018,1164924729884.8477,660224150.2918125,8.59993176708018,1164.9247298848477,0.6602241502918126
,Saharsa,214,Bihar,10,2011_c,bihar,saharsa,bihar,saharsa,13483600.326096112,1341913259904.6104,580303233.1141536,13.483600326096111,1341.9132599046104,0.5803032331141537
,Sirohi,117,Rajasthan,08,2011_c,rajasthan,sirohi,rajasthan,sirohi,6407039.751993562,216700520034.0623,44303813847.778885,6.407039751993562,216.7005200340623,44.30381384777888
,Chitrakoot,171,Uttar Pradesh,09,2011_c,uttar pradesh,chitrakoot,uttar pradesh,chitrakoot,7291583.096353006,558140320019.2397,243549126.0047691,7.291583096353006,558.1403200192398,0.24354912600476908
,Chandauli,196,Uttar Pradesh,09,2011_c,uttar pradesh,chandauli,uttar pradesh,chandauli,21457385.96299637,2487099440183.712,654192034.1297393,21.457385962996373,2487.099440183712,0.6541920341297393
,Bhadohi,198,Uttar Pradesh,09,2011_c,uttar pradesh,bhadohi,uttar pradesh,bhadohi,8511009.185310366,965624759973.3967,199363546.00595218,8.511009185310366,965.6247599733967,0.19936354600595219
,Baran,128,Rajasthan,08,2011_c,rajasthan,baran,rajasthan,baran,14622653.233056137,2097455100014.875,334003643.06339955,14.622653233056138,2097.455100014875,0.3340036430633996
,Sahibganj,352,Jharkhand,20,2011_c,jharkhand,sahibganj,jharkhand,sahibganj,4554149.970268143,447366380009.51807,281980107.7634918,4.554149970268143,447.3663800095181,0.2819801077634918
,Kaimur Bhabhua,233,Bihar,10,2011_c,bihar,kaimur bhabhua,bihar,kaimur bhabhua,12677672.276808925,1947567659804.2524,579030239.0770591,12.677672276808925,1947.5676598042523,0.5790302390770592
,Rohtas,234,Bihar,10,2011_c,bihar,rohtas,bihar,rohtas,27371462.321162112,4153973300144.006,829901172.6649563,27.371462321162113,4153.973300144005,0.8299011726649563
,Udaipur,130,Rajasthan,08,2011_c,rajasthan,udaipur,rajasthan,udaipur,14056425.378621139,1518104840014.3242,1130251747.7257466,14.056425378621139,1518.1048400143243,1.1302517477257465
,Godda,351,Jharkhand,20,2011_c,jharkhand,godda,jharkhand,godda,5420982.956850019,549584820048.93835,243939791.43465033,5.420982956850019,549.5848200489384,0.24393979143465033
,Mirzapur,199,Uttar Pradesh,09,2011_c,uttar pradesh,mirzapur,uttar pradesh,mirzapur,18961674.344766725,1724134799939.4753,623125404.7164316,18.961674344766724,1724.1347999394754,0.6231254047164316
,Lalitpur,167,Uttar Pradesh,09,2011_c,uttar pradesh,lalitpur,uttar pradesh,lalitpur,15852094.030018449,1430214240016.0896,378143569.524318,15.85209403001845,1430.2142400160897,0.378143569524318
,Jamui,238,Bihar,10,2011_c,bihar,jamui,bihar,jamui,8451105.628272269,963481019901.263,417949962.48003507,8.451105628272268,963.4810199012629,0.4179499624800351
,Neemuch,432,Madhya Pradesh,23,2011_c,madhya pradesh,neemuch,madhya pradesh,neemuch,4418981.703035833,850760600038.686,118571805.07291695,4.418981703035834,850.760600038686,0.11857180507291695
,Banka,225,Bihar,10,2011_c,bihar,banka,bihar,banka,8693197.465358932,1585903899898.0242,392231873.06755316,8.693197465358931,1585.903899898024,0.39223187306755314
,Rewa,430,Madhya Pradesh,23,2011_c,madhya pradesh,rewa,madhya pradesh,rewa,15523486.88300398,4087400200057.043,573981442.9641167,15.52348688300398,4087.400200057043,0.5739814429641167
,Satna,429,Madhya Pradesh,23,2011_c,madhya pradesh,satna,madhya pradesh,satna,19573590.692372724,2979766800177.2,634927516.2758641,19.573590692372726,2979.7668001772004,0.6349275162758641
,Guna,458,Madhya Pradesh,23,2011_c,madhya pradesh,guna,madhya pradesh,guna,7288418.692765436,1617376800039.8096,257804306.09704658,7.288418692765436,1617.3768000398095,0.2578043060970466
,Nawada,237,Bihar,10,2011_c,bihar,nawada,bihar,nawada,9960136.888900336,1321102930001.2534,365322981.09345764,9.960136888900335,1321.1029300012535,0.3653229810934576
,Gaya,236,Bihar,10,2011_c,bihar,gaya,bihar,gaya,11768413.795475949,1994922939857.2285,483946325.14605373,11.768413795475949,1994.9229398572286,0.48394632514605374
,Ashoknagar,459,Madhya Pradesh,23,2011_c,madhya pradesh,ashoknagar,madhya pradesh,ashoknagar,9806362.147948371,1597471600012.2158,315577608.231489,9.806362147948372,1597.4716000122157,0.315577608231489
,Banas Kantha,469,Gujarat,24,2011_c,gujarat,banas kantha,gujarat,banas kantha,18196568.66696386,2339619440002.761,620561633.8396484,18.19656866696386,2339.619440002761,0.6205616338396484
,Jhalawar,129,Rajasthan,08,2011_c,rajasthan,jhalawar,rajasthan,jhalawar,12992028.699781846,1859534260053.2998,332245877.4605279,12.992028699781846,1859.5342600532997,0.3322458774605279
,Murshidabad,333,West Bengal,19,2011_c,west bengal,murshidabad,west bengal,murshidabad,24086860.98781337,4387647220224.552,1912311610.270323,24.086860987813367,4387.647220224551,1.912311610270323
